"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Personify","W","U","30776","4.78","5444","6.30","911","64.1%","49.4%","163","","228","","391","","520","49.8%",""
"Protective Response","W","U","20209","3.35","5922","3.88","1672","97.4%","50.8%","289","","411","","700","53.3%","972","49.0%","4.3pp"
"Pyrrhic Strike","W","U","20554","3.38","6546","3.85","2070","97.3%","54.3%","360","","503","57.7%","863","56.3%","1205","53.0%","3.3pp"
"Reluctant Dounguard","W","C","97718","6.07","12040","8.82","2041","57.9%","50.0%","335","","469","","804","50.6%","1233","49.6%","1.0pp"
"Rhys, the Evermore","W","R","4784","2.32","1864","2.53","904","99.7%","52.2%","146","","228","","374","","530","51.3%",""
"Riverguard's Reflexes","W","C","110502","7.19","13010","10.53","913","31.6%","46.7%","150","","234","","384","","531","50.5%",""
"Shore Lurker","W","C","102735","6.44","13158","9.20","1201","46.2%","49.5%","200","","296","","496","","710","48.3%",""
"Slumbering Walker","W","R","4081","2.02","2035","2.14","1069","99.2%","53.2%","176","","279","","455","","624","48.7%",""
"Spiral into Solitude","W","C","69614","4.13","15176","5.31","4292","94.5%","51.4%","743","51.7%","1074","53.4%","1817","52.7%","2475","50.5%","2.3pp"
"Sun-Dappled Celebrant","W","C","96547","5.83","13497","8.22","2775","71.4%","51.2%","458","","674","57.4%","1132","54.2%","1657","49.0%","5.2pp"
"Thoughtweft Imbuer","W","U","25768","4.40","6138","5.13","753","61.7%","53.4%","121","","173","","294","","458","",""
"Timid Shieldbearer","W","C","94343","5.72","15278","7.77","3405","82.9%","51.1%","603","51.7%","815","51.2%","1418","51.4%","1985","51.0%","0.4pp"
"Tributary Vaulter","W","C","101924","6.49","14534","8.99","370","20.5%","","63","","89","","152","","219","",""
"Wanderbrine Preacher","W","C","93338","5.60","16320","7.48","2813","75.6%","51.9%","525","51.8%","632","52.5%","1157","52.2%","1654","51.7%","0.5pp"
"Wanderbrine Trapper","W","U","24136","3.88","7043","4.48","1455","90.0%","53.1%","296","","303","","599","54.1%","856","52.5%","1.6pp"
"Winnowing","W","R","9101","3.75","1875","4.62","310","","","47","","73","","120","","191","",""
"Aquitect's Defenses","U","C","109493","7.08","13912","10.30","0","0.0%","","0","","0","","0","","0","",""
"Blossombind","U","C","77846","4.62","16914","5.96","24","","","6","","8","","14","","10","",""
"Champions of the Shoal","U","R","5265","2.63","2144","2.87","16","","","0","","4","","4","","12","",""
"Disruptor of Currents","U","R","4950","2.32","2438","2.52","6","","","0","","3","","3","","3","",""
"Flitterwing Nuisance","U","R","4777","2.36","2192","2.53","23","","","1","","6","","7","","16","",""
"Glamer Gifter","U","U","24731","3.96","6730","4.76","0","","","0","","0","","0","","0","",""
"Glamermite","U","C","102385","6.38","14159","9.09","0","0.0%","","0","","0","","0","","0","",""
"Glen Elendra Guardian","U","R","4960","2.34","2241","2.53","15","","","1","","6","","7","","8","",""
"Glen Elendra's Answer","U","M","5984","3.89","1410","4.70","0","","","0","","0","","0","","0","",""
"Gravelgill Scoundrel","U","C","102418","6.57","16029","8.92","0","0.0%","","0","","0","","0","","0","",""
"Harmonized Crescendo","U","R","8933","3.76","2067","4.57","0","","","0","","0","","0","","0","",""
"Illusion Spinners","U","U","35867","5.75","4958","8.06","0","","","0","","0","","0","","0","",""
"Kulrath Mystic","U","C","110029","7.19","15053","10.16","14","1.5%","","2","","6","","8","","6","",""
"Loch Mare","U","M","1821","1.71","1148","1.79","19","","","2","","2","","4","","15","",""
"Lofty Dreams","U","U","32864","5.16","6351","6.70","0","","","0","","0","","0","","0","",""
"Mirrorform","U","M","4024","3.26","1244","3.55","1","","","1","","0","","1","","0","",""
"Noggle the Mind","U","U","28850","4.53","5233","5.91","5","","","2","","0","","2","","3","",""
"Oko, Lorwyn Liege","U","M","1882","1.72","1140","1.73","24","","","1","","7","","8","","16","",""
"Omni-Changeling","U","U","24031","3.87","7014","4.56","10","","","4","","3","","7","","3","",""
"Pestered Wellguard","U","U","24460","4.01","5842","4.89","4","","","2","","1","","3","","1","",""
"Rime Chill","U","U","37379","5.74","6139","7.75","25","","","2","","5","","7","","18","",""
"Rimefire Torque","U","R","16707","5.70","1967","8.66","0","","","0","","0","","0","","0","",""
"Rimekin Recluse","U","U","18724","3.18","7750","3.56","42","","","12","","10","","22","","19","",""
"Run Away Together","U","C","109254","7.13","14122","10.28","0","0.0%","","0","","0","","0","","0","",""
"Shinestriker","U","U","25649","4.16","7694","4.79","77","","","10","","19","","29","","46","",""
"Silvergill Mentor","U","U","26181","4.29","6851","5.06","0","","","0","","0","","0","","0","",""
"Silvergill Peddler","U","C","104937","6.63","15742","9.17","0","0.0%","","0","","0","","0","","0","",""
"Spell Snare","U","U","41307","6.68","4951","9.85","0","","","0","","0","","0","","0","",""
