"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Kirol, Attentive First-Year","WR","R","5266","2.98","1756","3.41","9241","78.2%","52.8%","1595","51.2%","2355","54.1%","3950","52.9%","5309","52.6%","0.4pp"
"Lluwen, Imperfect Naturalist","BG","R","3746","2.36","1549","2.59","11020","86.1%","56.4%","2074","59.8%","2648","59.0%","4722","59.3%","6081","53.7%","5.6pp"
"Maralen, Fae Ascendant","UBG","R","3998","2.55","1586","2.76","10101","78.4%","54.7%","1742","56.3%","2691","62.4%","4433","60.0%","5388","49.7%","10.3pp"
"Merrow Skyswimmer","WU","C","62566","4.86","13784","6.25","69811","79.8%","55.9%","11833","55.3%","17507","59.0%","29340","57.5%","39303","54.4%","3.1pp"
"Mischievous Sneakling","UB","C","66657","4.82","13022","6.63","63295","78.3%","53.2%","11643","52.8%","15357","52.8%","27000","52.8%","35557","53.4%","-0.6pp"
"Morcant's Loyalist","BG","U","14584","3.37","4791","3.79","28867","84.4%","58.9%","5040","60.4%","7230","63.7%","12270","62.3%","15632","55.4%","7.0pp"
"Noggle Robber","RG","U","20272","4.08","5166","5.08","25999","79.3%","55.0%","4699","58.7%","6657","57.1%","11356","57.8%","14672","52.9%","4.8pp"
"Prideful Feastling","WB","C","66390","4.77","10714","6.83","47625","72.0%","53.2%","8323","51.7%","11362","54.5%","19685","53.3%","27354","52.9%","0.4pp"
"Raiding Schemes","RG","R","13259","5.83","1658","8.79","331","3.3%","","71","","88","","159","","173","",""
"Reaping Willow","WB","U","15432","3.30","4268","3.95","21839","78.6%","54.3%","3608","53.5%","5605","59.0%","9213","56.9%","12682","52.4%","4.4pp"
"Sanar, Innovative First-Year","UR","R","3378","2.17","1976","2.26","14502","91.8%","56.4%","2513","59.2%","3962","61.9%","6475","60.9%","8011","52.7%","8.2pp"
"Shadow Urchin","BR","R","4267","2.59","1529","2.77","9478","84.2%","52.3%","1653","52.1%","2484","53.2%","4137","52.7%","5403","51.9%","0.8pp"
"Stoic Grove-Guide","BG","C","73006","5.70","11004","7.99","42382","61.1%","55.8%","6977","51.9%","9721","54.6%","16698","53.5%","25203","57.1%","-3.6pp"
"Sygg's Command","WU","R","5243","3.08","1609","3.50","9394","74.4%","56.1%","1583","55.7%","2359","58.6%","3942","57.4%","5148","54.3%","3.1pp"
"Tam, Mindful First-Year","UG","R","2982","2.00","1642","2.05","11854","94.0%","54.2%","2163","54.0%","2987","55.6%","5150","54.9%","6734","53.8%","1.1pp"
"Thoughtweft Lieutenant","WG","U","18078","4.09","4564","4.74","22833","74.7%","56.8%","4072","60.1%","5228","58.1%","9300","59.0%","13053","54.9%","4.1pp"
"Trystan's Command","BG","R","3569","2.32","1705","2.46","12444","85.6%","58.0%","2102","61.3%","3104","66.0%","5206","64.1%","7009","52.8%","11.3pp"
"Twinflame Travelers","UR","U","20641","4.49","5002","5.32","24353","75.9%","55.5%","4054","55.8%","6994","59.8%","11048","58.4%","12825","52.6%","5.7pp"
"Vibrance","RG","M","1361","1.63","819","1.68","6546","88.8%","56.6%","1148","59.9%","1703","63.5%","2851","62.0%","3561","51.6%","10.5pp"
"Voracious Tome-Skimmer","UB","U","24502","5.22","4003","6.95","10796","43.9%","50.9%","1960","51.3%","2792","54.6%","4752","53.3%","6076","49.1%","4.1pp"
"Wary Farmer","WG","C","70309","5.49","11423","7.53","47638","65.9%","55.2%","8561","55.1%","10884","55.5%","19445","55.3%","27646","54.8%","0.5pp"
"Wistfulness","UG","M","1296","1.60","838","1.65","6722","90.8%","55.6%","1101","58.3%","1812","62.1%","2913","60.7%","3739","51.3%","9.4pp"
"Chronicle of Victory","","M","981","1.26","832","1.26","7435","97.8%","56.4%","1231","61.1%","1937","64.5%","3168","63.2%","4299","51.5%","11.7pp"
"Dawn-Blessed Pennant","","U","28500","5.60","3585","8.35","7763","35.0%","54.0%","1358","52.2%","1958","57.0%","3316","55.0%","4450","53.3%","1.8pp"
"Firdoch Core","","C","81005","6.47","9626","9.67","16305","27.8%","49.7%","2989","48.0%","4073","52.4%","7062","50.5%","9061","48.9%","1.6pp"
"Foraging Wickermaw","","C","80621","6.38","13926","8.75","44288","51.4%","52.5%","8464","53.7%","11093","54.3%","19557","54.1%","24731","51.2%","2.9pp"
"Gathering Stone","","U","22701","4.62","5421","5.62","26277","75.3%","57.2%","4446","58.9%","6501","60.2%","10947","59.7%","15396","55.4%","4.2pp"
"Mirrormind Crown","","R","11828","5.27","1343","8.23","536","6.5%","42.4%","67","","139","","206","","331","",""
"Puca's Eye","","U","33412","6.91","4835","9.66","7010","23.6%","52.3%","1222","49.8%","1901","58.1%","3123","54.8%","3888","50.3%","4.5pp"
"Springleaf Drum","","U","30297","6.05","3693","8.89","6943","30.6%","50.7%","1256","52.4%","1718","48.0%","2974","49.8%","3971","51.4%","-1.6pp"
"Stalactite Dagger","","C","83039","6.71","10627","9.82","17410","26.2%","52.1%","3175","50.0%","4077","52.7%","7252","51.5%","10161","52.5%","-0.9pp"
"Blood Crypt","","R","8506","3.94","1565","5.27","5456","56.3%","52.4%","1032","52.8%","1326","50.9%","2358","51.7%","3048","52.8%","-1.1pp"
"Eclipsed Realms","","U","27654","5.17","3301","7.69","14291","68.7%","53.7%","2674","53.2%","3407","53.1%","6081","53.1%","8182","54.0%","-0.9pp"
"Evolving Wilds","","C","64628","4.59","13596","6.31","79655","93.8%","54.4%","14713","56.4%","19205","52.9%","33918","54.4%","45598","54.4%","-0.0pp"
"Hallowed Fountain","","R","8073","3.78","1648","5.01","6634","65.6%","53.3%","1243","53.4%","1619","53.5%","2862","53.5%","3706","53.0%","0.4pp"
"Overgrown Tomb","","R","7522","3.55","1588","4.53","7063","71.4%","53.8%","1253","55.0%","1599","53.0%","2852","53.9%","4131","53.5%","0.4pp"
"Steam Vents","","R","8807","3.91","1815","5.14","7045","63.1%","53.1%","1273","54.4%","1886","53.0%","3159","53.5%","3797","52.5%","1.0pp"
"Temple Garden","","R","7762","3.66","1540","4.74","6387","66.4%","53.4%","1166","55.2%","1487","51.4%","2653","53.1%","3680","53.6%","-0.5pp"
"Idyllic Tutor","W","R","611","5.35","70","","17","","","5","","3","","8","","9","",""
"Kinsbaile Cavalier","W","R","419","","69","","217","","","32","","57","","89","","126","",""
"Mistbind Clique","U","R","316","","72","","289","52.5%","","44","","72","","116","","177","",""
"Wanderwine Prophets","U","R","385","","62","","166","","","24","","35","","59","","104","",""
"Bitterblossom","B","M","128","","80","","564","86.0%","53.4%","81","","166","","247","","319","",""
"Faerie Macabre","B","C","745","6.35","78","","31","6.0%","","3","","10","","13","","18","",""
"Goblin Chieftain","R","R","318","","80","","337","63.8%","","40","","90","","130","","202","",""
"Goblin Sharpshooter","R","R","293","","98","","548","78.8%","57.5%","118","","138","","256","","284","",""
"Heat Shimmer","R","R","578","5.14","69","","44","","","3","","12","","15","","29","",""
"Devoted Druid","G","U","391","","80","","413","79.7%","","77","","94","","171","","239","",""
"Helix Pinnacle","G","R","681","5.86","62","","2","","","0","","0","","0","","2","",""
"Leaf-Crowned Visionary","G","R","228","","82","","582","85.0%","58.2%","105","","149","","254","","311","",""
"Regal Force","G","R","331","","87","","379","75.0%","","54","","92","","146","","231","",""
"Manamorphose","RG","U","566","4.57","77","","209","41.1%","","45","","53","","98","","111","",""
"Risen Reef","UG","U","405","","91","","511","77.1%","57.5%","91","","127","","218","","283","",""
"Slippery Bogle","UG","U","674","5.92","82","","68","12.8%","","9","","17","","26","","42","",""
"Dolmen Gate","","R","292","","46","","177","","","26","","48","","74","","103","",""
"Door of Destinies","","R","181","","79","","422","83.6%","","74","","125","","199","","225","",""
"Painter's Servant","","M","508","4.31","77","","105","","","18","","28","","46","","59","",""
"Thousand-Year Elixir","","R","569","5.24","58","","3","","","1","","1","","2","","1","",""
