"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Impolite Entrance","R","U","105129","7.21","11822","10.64","0","0.0%","","0","","0","","0","","0","",""
"Kindle the Inner Flame","R","U","94685","6.38","14372","8.71","9","0.1%","","2","","5","","7","","2","",""
"Kulrath Zealot","R","C","217455","5.44","43641","7.04","233","1.9%","","29","","63","","92","","141","",""
"Lasting Tarfire","R","U","95261","6.61","12486","9.31","0","0.0%","","0","","0","","0","","0","",""
"Lavaleaper","R","R","35194","5.35","4325","8.27","0","0.0%","","0","","0","","0","","0","",""
"Meek Attack","R","M","21542","5.48","2722","8.42","1","0.0%","","1","","0","","1","","0","",""
"Reckless Ransacking","R","C","273580","7.82","30760","11.46","2","0.0%","","0","","1","","1","","1","",""
"Scuzzback Scrounger","R","R","17404","3.08","5193","3.55","8","0.6%","","1","","2","","3","","5","",""
"Sear","R","U","42173","2.94","15186","3.37","270","7.6%","","46","","65","","111","","161","",""
"Sizzling Changeling","R","U","66304","4.23","15489","5.25","53","1.5%","","7","","3","","10","","40","",""
"Soul Immolation","R","M","6065","2.24","3204","2.32","112","10.1%","","23","","29","","52","","60","",""
"Soulbright Seeker","R","U","82102","5.37","15203","6.99","3","0.1%","","0","","3","","3","","0","",""
"Sourbread Auntie","R","U","73354","4.93","14137","6.26","0","0.0%","","0","","0","","0","","0","",""
"Spinerock Tyrant","R","M","4618","1.75","2588","1.81","78","8.3%","","9","","25","","34","","44","",""
"Squawkroaster","R","U","84361","5.46","12585","7.58","50","1.0%","","7","","13","","20","","30","",""
"Sting-Slinger","R","U","85220","5.61","13019","7.64","8","0.2%","","2","","2","","4","","4","",""
"Tweeze","R","C","181864","4.52","37309","5.86","298","3.5%","","66","","71","","137","","161","",""
"Warren Torchmaster","R","U","90018","5.90","12823","8.17","8","0.2%","","0","","3","","3","","5","",""
"Assert Perfection","G","C","158294","3.91","43907","4.79","196","2.3%","","32","","48","","80","","117","",""
"Aurora Awakener","G","M","4454","1.71","2924","1.72","934","54.2%","54.5%","160","","257","","417","","521","49.1%",""
"Bloom Tender","G","M","6457","2.18","2480","2.36","29","3.5%","","6","","5","","11","","19","",""
"Blossoming Defense","G","U","74618","4.61","14885","6.02","12","0.4%","","4","","3","","7","","5","",""
"Bristlebane Battler","G","R","9186","1.96","4629","2.08","111","6.4%","","20","","31","","51","","59","",""
"Bristlebane Outrider","G","U","67277","4.37","14119","5.49","50","1.2%","","7","","9","","16","","34","",""
"Celestial Reunion","G","M","13277","3.74","2375","4.83","19","1.5%","","3","","4","","7","","12","",""
"Champions of the Perfect","G","R","9266","2.04","4577","2.14","77","5.4%","","13","","23","","36","","41","",""
"Chomping Changeling","G","U","77323","4.82","10787","6.82","9","0.3%","","0","","3","","3","","6","",""
"Crossroads Watcher","G","C","235117","5.87","35866","8.16","28","0.3%","","3","","13","","16","","12","",""
"Dawn's Light Archer","G","C","241358","5.99","35908","8.46","1","0.0%","","0","","0","","0","","1","",""
"Dundoolin Weaver","G","U","53314","3.49","15742","4.17","80","2.3%","","7","","24","","31","","48","",""
"Formidable Speaker","G","R","9438","2.00","4687","2.12","114","6.2%","","20","","32","","52","","62","",""
"Gilt-Leaf's Embrace","G","C","260768","6.75","34328","9.68","16","0.1%","","2","","4","","6","","10","",""
"Great Forest Druid","G","C","194797","4.79","34245","6.44","33","0.5%","","10","","8","","18","","15","",""
"Luminollusk","G","U","89554","5.59","12799","7.96","72","1.6%","","13","","17","","30","","42","",""
"Lys Alana Dignitary","G","U","61074","4.07","15704","4.87","0","0.0%","","0","","0","","0","","0","",""
"Lys Alana Informant","G","C","201306","4.90","41638","6.40","19","0.3%","","7","","3","","10","","9","",""
"Midnight Tilling","G","C","254398","6.67","41692","9.01","7","0.1%","","1","","1","","2","","5","",""
"Mistmeadow Council","G","C","208712","5.15","40582","6.78","118","1.0%","","16","","38","","54","","65","",""
"Moon-Vigil Adherents","G","U","44503","3.18","15188","3.59","13","0.4%","","3","","4","","7","","6","",""
"Morcant's Eyes","G","U","56599","4.02","16912","4.51","5","0.1%","","0","","2","","2","","3","",""
"Mutable Explorer","G","R","12971","2.54","4713","2.78","48","2.8%","","6","","14","","20","","26","",""
"Pitiless Fists","G","U","55112","3.63","16726","4.24","91","2.8%","","21","","21","","42","","49","",""
"Prismabasher","G","U","58812","3.89","15340","4.68","80","2.5%","","10","","19","","29","","50","",""
"Prismatic Undercurrents","G","U","95564","6.27","11880","9.16","42","0.7%","","11","","11","","22","","20","",""
"Pummeler for Hire","G","U","64733","4.15","14517","5.20","151","3.9%","","22","","40","","62","","90","",""
"Safewright Cavalry","G","C","214132","5.31","39153","7.10","13","0.2%","","4","","3","","7","","7","",""
"Sapling Nursery","G","R","13665","2.68","4686","2.90","9","0.6%","","2","","1","","3","","6","",""
"Selfless Safewright","G","R","11502","2.26","4988","2.46","12","0.9%","","3","","5","","8","","4","",""
"Shimmerwilds Growth","G","U","81020","5.22","12726","7.06","22","0.6%","","4","","7","","11","","11","",""
"Spry and Mighty","G","R","16874","2.99","5330","3.36","214","11.4%","","38","","37","","75","","139","",""
"Surly Farrier","G","C","243721","6.12","34744","8.63","0","0.0%","","0","","0","","0","","0","",""
"Tend the Sprigs","G","C","258448","6.80","28975","10.12","3","0.0%","","1","","0","","1","","2","",""
"Thoughtweft Charge","G","U","82901","5.12","12936","7.09","0","0.0%","","0","","0","","0","","0","",""
"Trystan, Callous Cultivator","G","R","12883","2.54","5169","2.81","5","0.4%","","1","","2","","3","","2","",""
"Unforgiving Aim","G","C","264775","7.01","29512","10.49","6","0.0%","","0","","2","","2","","4","",""
"Vinebred Brawler","G","U","70864","4.61","13964","5.92","0","0.0%","","0","","0","","0","","0","",""
"Virulent Emissary","G","U","50521","3.37","15256","3.97","0","0.0%","","0","","0","","0","","0","",""
"Wildvine Pummeler","G","C","237649","5.80","32323","8.43","320","3.4%","","51","","84","","135","","187","",""
"Abigale, Eloquent First-Year","WB","R","7805","1.67","4948","1.72","7680","95.2%","55.0%","1343","52.9%","1885","58.6%","3228","56.2%","4451","54.1%","2.1pp"
"Ashling's Command","UR","R","11734","2.40","6037","2.48","3878","63.6%","56.6%","657","59.7%","1053","62.3%","1710","61.3%","2162","52.9%","8.4pp"
"Boggart Cursecrafter","BR","U","62813","4.42","13517","5.31","0","0.0%","","0","","0","","0","","0","",""
"Bre of Clan Stoutarm","WR","R","13250","2.66","4845","2.88","2402","54.4%","50.7%","420","","633","54.2%","1053","52.7%","1360","49.1%","3.6pp"
"Brigid's Command","WG","R","14708","2.84","4857","3.21","521","15.3%","51.8%","82","","141","","223","","297","",""
"Catharsis","WR","M","5750","2.05","2357","2.16","1374","59.6%","52.0%","233","","346","","579","50.6%","794","53.0%","-2.4pp"
"Chaos Spewer","BR","C","249446","6.53","30045","9.51","0","0.0%","","0","","0","","0","","0","",""
"Chitinous Graspling","UG","C","246803","5.82","33654","8.61","13442","35.9%","51.7%","2225","48.0%","3372","53.2%","5597","51.1%","7624","51.7%","-0.6pp"
"Deceit","UB","M","4570","1.73","2761","1.77","3345","86.7%","53.5%","554","51.1%","860","57.2%","1414","54.8%","1939","52.7%","2.2pp"
"Deepchannel Duelist","WU","U","50764","3.72","15799","4.15","88551","99.8%","58.9%","15929","64.0%","22002","63.1%","37931","63.5%","48161","54.7%","8.8pp"
"Deepway Navigator","WU","R","18512","3.36","5250","3.91","28036","99.4%","55.9%","4934","56.8%","6823","56.7%","11757","56.8%","15682","54.9%","1.9pp"
"Doran, Besieged by Time","WBG","R","18213","3.28","4960","3.71","42","2.1%","","6","","13","","19","","23","",""
"Dream Harvest","UB","R","27776","4.09","4612","5.46","2339","47.7%","50.2%","377","","596","51.3%","973","49.0%","1368","51.0%","-1.9pp"
"Eclipsed Boggart","BR","U","68439","4.60","14686","5.60","0","0.0%","","0","","0","","0","","0","",""
"Eclipsed Elf","BG","U","47338","3.35","16111","3.78","0","0.0%","","0","","0","","0","","0","",""
"Eclipsed Flamekin","UR","U","58436","3.97","18041","4.58","3167","32.0%","55.3%","586","53.2%","816","58.3%","1402","56.2%","1727","54.5%","1.7pp"
"Eclipsed Kithkin","WG","U","50980","3.52","15453","4.08","4682","41.7%","54.6%","834","54.8%","1133","54.9%","1967","54.9%","2677","54.4%","0.5pp"
"Eclipsed Merrow","WU","U","56414","3.90","17190","4.44","85299","99.8%","58.9%","16228","62.6%","20705","62.6%","36933","62.6%","46118","55.5%","7.1pp"
"Emptiness","WB","M","4312","1.64","2516","1.68","2652","82.0%","55.0%","430","","713","57.6%","1143","56.1%","1498","53.9%","2.1pp"
"Feisty Spikeling","WR","C","234687","5.49","34173","7.91","27732","58.2%","53.5%","5079","52.7%","6467","52.3%","11546","52.5%","15806","54.1%","-1.6pp"
"Figure of Fable","WG","R","7100","1.57","4980","1.60","8578","98.4%","58.6%","1606","65.3%","2167","60.0%","3773","62.3%","4840","55.6%","6.6pp"
"Flaring Cinder","UR","C","239925","6.16","40520","8.35","6679","21.1%","53.1%","1152","51.8%","1768","53.1%","2920","52.6%","3739","53.5%","-0.9pp"
"Gangly Stompling","RG","C","233477","5.40","37463","7.76","73","1.2%","","13","","16","","29","","44","",""
"Glister Bairn","UG","U","79329","5.02","12503","7.02","4218","39.5%","52.6%","707","52.6%","1079","57.3%","1786","55.4%","2444","50.5%","4.9pp"
"Grub's Command","BR","R","16635","3.14","5339","3.54","5","0.3%","","0","","1","","1","","4","",""
"High Perfect Morcant","BG","R","10770","2.28","4467","2.48","0","0.0%","","0","","0","","0","","0","",""
"Hovel Hurler","WR","U","61322","3.91","12684","5.00","6968","62.1%","52.3%","1140","47.9%","1793","56.9%","2933","53.4%","4071","51.5%","1.9pp"
