"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Moonshadow","B","M","5445","2.02","2376","2.15","16","","","3","","4","","7","","9","",""
"Mornsong Aria","B","R","42930","5.97","5168","9.22","0","0.0%","","0","","0","","0","","0","",""
"Mudbutton Cursetosser","B","U","74854","4.94","13178","6.30","7","1.2%","","4","","0","","4","","3","",""
"Nameless Inversion","B","U","43974","3.06","14901","3.54","197","33.7%","","37","","49","","86","","103","",""
"Nightmare Sower","B","U","76977","5.16","10660","7.12","11","","","3","","5","","8","","3","",""
"Perfect Intimidation","B","U","100718","6.69","10757","10.20","0","0.0%","","0","","0","","0","","0","",""
"Requiting Hex","B","U","72647","4.68","11556","6.31","15","","","1","","4","","5","","10","",""
"Retched Wretch","B","U","83269","5.47","11917","7.54","8","","","1","","4","","5","","3","",""
"Scarblade Scout","B","C","205183","5.19","41124","6.64","17","1.3%","","4","","4","","8","","9","",""
"Scarblade's Malice","B","C","252105","6.51","31125","9.52","6","0.5%","","1","","0","","1","","5","",""
"Shimmercreep","B","U","80807","5.08","14910","6.83","2097","75.1%","51.6%","353","","517","57.3%","870","55.5%","1197","48.5%","7.1pp"
"Taster of Wares","B","R","14624","2.78","5501","3.03","153","","","21","","36","","57","","92","",""
"Twilight Diviner","B","R","17173","3.06","4865","3.58","10","","","2","","1","","3","","7","",""
"Unbury","B","U","61946","3.98","14591","4.99","160","27.0%","","31","","38","","69","","91","",""
"Ashling, Rekindled","R","R","14305","2.78","5451","3.04","1486","92.9%","52.5%","263","","399","","662","56.2%","819","49.3%","6.9pp"
"Boldwyr Aggressor","R","U","94402","6.31","12016","9.15","3118","68.8%","50.9%","541","51.8%","787","53.6%","1328","52.9%","1783","49.2%","3.6pp"
"Boneclub Berserker","R","C","260055","7.38","29889","10.73","158","4.4%","","27","","27","","54","","103","",""
"Boulder Dash","R","U","60305","3.99","15091","4.86","4122","92.7%","52.4%","720","52.5%","999","56.5%","1719","54.8%","2405","50.7%","4.1pp"
"Brambleback Brute","R","C","258055","6.98","32035","10.07","4857","56.8%","53.8%","884","52.7%","1098","56.6%","1982","54.9%","2868","52.9%","2.0pp"
"Burning Curiosity","R","C","268055","7.30","37273","10.24","3620","44.9%","51.7%","634","47.0%","936","55.2%","1570","51.9%","2053","51.6%","0.3pp"
"Champion of the Path","R","R","16632","3.14","4944","3.60","985","80.5%","47.0%","163","","254","","417","","561","44.9%",""
"Cinder Strike","R","C","159623","4.09","42842","4.97","12119","97.4%","52.6%","2097","51.3%","3091","54.2%","5188","53.0%","6931","52.2%","0.8pp"
"Collective Inferno","R","R","27548","4.47","4103","6.24","267","44.1%","","42","","71","","113","","157","",""
"Elder Auntie","R","C","248199","6.65","32976","9.40","2001","36.1%","49.3%","371","","509","49.9%","880","51.5%","1118","47.6%","3.9pp"
"End-Blaze Epiphany","R","R","13912","2.58","6370","2.76","2091","99.9%","54.5%","362","","496","","858","58.6%","1233","51.6%","7.0pp"
"Enraged Flamecaster","R","C","249481","6.66","31626","9.62","3191","47.7%","50.4%","564","51.1%","765","50.2%","1329","50.6%","1842","49.8%","0.7pp"
"Explosive Prodigy","R","U","53001","3.60","17686","4.13","5879","97.0%","53.1%","1043","53.6%","1446","58.1%","2489","56.2%","3332","50.5%","5.7pp"
"Feed the Flames","R","C","195868","4.86","37564","6.39","10089","92.6%","52.1%","1638","48.3%","2645","55.5%","4283","52.7%","5807","51.7%","1.0pp"
"Flame-Chain Mauler","R","C","251855","6.63","37187","9.24","5289","60.3%","51.4%","955","51.1%","1246","49.3%","2201","50.1%","3063","52.5%","-2.5pp"
"Flamebraider","R","U","57543","4.02","17397","4.61","4627","91.6%","52.7%","775","59.4%","1164","50.9%","1939","54.3%","2657","51.4%","2.9pp"
"Flamekin Gildweaver","R","C","234624","6.01","42333","7.90","10756","85.2%","53.2%","1863","54.8%","2745","54.2%","4608","54.4%","6076","52.4%","2.0pp"
"Giantfall","R","U","74138","4.78","13036","6.30","3457","88.5%","52.9%","581","50.8%","917","57.5%","1498","54.9%","1965","51.4%","3.5pp"
"Goatnap","R","U","106549","7.44","11752","11.08","126","8.0%","","16","","27","","43","","83","",""
"Goliath Daydreamer","R","R","13725","2.66","5348","2.90","2108","94.9%","51.6%","337","","520","57.5%","857","54.4%","1247","49.2%","5.1pp"
"Gristle Glutton","R","C","247086","6.47","40223","8.72","5063","61.7%","51.9%","938","50.3%","1193","51.6%","2131","51.1%","2926","52.5%","-1.4pp"
"Hexing Squelcher","R","R","18109","3.19","3793","4.01","649","78.6%","49.0%","131","","149","","280","","367","",""
"Impolite Entrance","R","U","105129","7.21","11822","10.64","510","22.3%","48.6%","102","","103","","205","","306","",""
"Kindle the Inner Flame","R","U","94685","6.38","14372","8.71","1146","42.7%","48.5%","184","","308","","492","","643","47.6%",""
"Kulrath Zealot","R","C","217455","5.44","43641","7.04","12158","90.9%","53.2%","2188","54.5%","3096","56.6%","5284","55.7%","6774","51.3%","4.4pp"
"Lasting Tarfire","R","U","95261","6.61","12486","9.31","35","3.0%","","4","","11","","15","","20","",""
"Lavaleaper","R","R","35194","5.35","4325","8.27","302","39.2%","","40","","88","","128","","169","",""
"Meek Attack","R","M","21542","5.48","2722","8.42","12","","","1","","4","","5","","7","",""
"Reckless Ransacking","R","C","273580","7.82","30760","11.46","1401","22.3%","52.2%","260","","356","","616","51.0%","785","53.1%","-2.1pp"
"Scuzzback Scrounger","R","R","17404","3.08","5193","3.55","1398","96.6%","50.9%","252","","379","","631","52.0%","767","50.1%","1.9pp"
"Sear","R","U","42173","2.94","15186","3.37","4765","99.8%","52.7%","819","53.0%","1253","54.0%","2072","53.6%","2693","51.9%","1.7pp"
"Sizzling Changeling","R","U","66304","4.23","15489","5.25","4600","95.0%","51.7%","809","51.3%","1169","53.1%","1978","52.4%","2594","51.0%","1.3pp"
"Soul Immolation","R","M","6065","2.24","3204","2.32","1665","98.9%","57.5%","291","","451","","742","67.1%","924","49.8%","17.3pp"
"Soulbright Seeker","R","U","82102","5.37","15203","6.99","2230","69.7%","51.2%","388","","580","49.7%","968","51.4%","1248","51.0%","0.5pp"
"Sourbread Auntie","R","U","73354","4.93","14137","6.26","1230","55.2%","52.4%","212","","302","","514","58.0%","713","48.2%","9.7pp"
"Spinerock Tyrant","R","M","4618","1.75","2588","1.81","1403","99.7%","54.0%","234","","364","","598","60.9%","792","48.4%","12.5pp"
"Squawkroaster","R","U","84361","5.46","12585","7.58","3278","75.5%","49.5%","557","49.4%","827","49.2%","1384","49.3%","1891","49.5%","-0.2pp"
"Sting-Slinger","R","U","85220","5.61","13019","7.64","901","43.2%","52.1%","160","","233","","393","","508","53.9%",""
"Tweeze","R","C","181864","4.52","37309","5.86","10038","93.9%","51.6%","1711","50.0%","2517","54.0%","4228","52.4%","5814","51.1%","1.3pp"
