"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Kinsbaile Cavalier","W","R","1516","3.96","283","","53","","","12","","8","","20","","33","",""
"Mistbind Clique","U","R","1225","3.39","282","","0","","","0","","0","","0","","0","",""
"Wanderwine Prophets","U","R","1448","3.89","242","","0","","","0","","0","","0","","0","",""
"Bitterblossom","B","M","481","","276","","5","","","1","","3","","4","","1","",""
"Faerie Macabre","B","C","2807","6.43","333","","0","","","0","","0","","0","","0","",""
"Goblin Chieftain","R","R","1230","3.61","276","","13","","","3","","1","","4","","9","",""
"Goblin Sharpshooter","R","R","1111","3.13","384","","78","","","13","","17","","30","","48","",""
"Heat Shimmer","R","R","2173","5.24","284","","18","","","2","","4","","6","","12","",""
"Devoted Druid","G","U","1545","3.75","331","","0","","","0","","0","","0","","0","",""
"Helix Pinnacle","G","R","2599","5.98","286","","0","","","0","","0","","0","","0","",""
"Leaf-Crowned Visionary","G","R","834","2.46","298","","0","","","0","","0","","0","","0","",""
"Regal Force","G","R","1245","3.43","325","","0","","","0","","0","","0","","0","",""
"Manamorphose","RG","U","2159","4.76","311","","34","","","3","","12","","15","","19","",""
"Risen Reef","UG","U","1371","3.70","384","","0","","","0","","0","","0","","0","",""
"Slippery Bogle","UG","U","2609","5.90","316","","0","","","0","","0","","0","","0","",""
"Dolmen Gate","","R","1057","3.16","180","","18","","","5","","4","","9","","9","",""
"Door of Destinies","","R","589","2.05","258","","27","","","6","","5","","11","","16","",""
"Painter's Servant","","M","1906","4.47","260","","0","","","0","","0","","0","","0","",""
"Thousand-Year Elixir","","R","2234","5.35","228","","0","","","0","","0","","0","","0","",""
