"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Morningtide's Light","W","M","11233","3.38","2517","3.99","10784","62.4%","53.3%","1703","49.0%","2680","57.3%","4383","54.1%","6416","52.7%","1.4pp"
"Personify","W","U","77597","4.98","13001","6.73","49955","59.9%","54.3%","8195","52.5%","12222","56.8%","20417","55.1%","29560","53.7%","1.4pp"
"Protective Response","W","U","48192","3.31","14484","3.87","84963","89.5%","55.4%","14370","54.9%","20781","58.7%","35151","57.1%","49837","54.2%","2.9pp"
"Pyrrhic Strike","W","U","46723","3.22","15897","3.69","95127","88.7%","55.9%","15992","56.0%","23740","59.9%","39732","58.3%","55422","54.2%","4.1pp"
"Reluctant Dounguard","W","C","239624","6.20","28365","9.10","73481","40.9%","52.5%","12937","50.9%","16352","51.7%","29289","51.3%","43436","53.1%","-1.8pp"
"Rhys, the Evermore","W","R","13434","2.58","4440","2.84","26217","81.0%","52.3%","4604","50.7%","6426","53.8%","11030","52.5%","15153","52.1%","0.4pp"
"Riverguard's Reflexes","W","C","268651","7.30","31314","10.69","48094","24.2%","53.2%","7827","50.7%","11081","54.0%","18908","52.6%","29201","53.6%","-1.0pp"
"Shore Lurker","W","C","248442","6.45","32023","9.26","89233","43.8%","53.6%","15019","51.7%","22171","54.9%","37190","53.6%","50784","53.3%","0.3pp"
"Slumbering Walker","W","R","10026","2.05","4996","2.16","36385","84.4%","55.9%","6159","57.2%","9343","60.8%","15502","59.4%","20909","53.2%","6.2pp"
"Spiral into Solitude","W","C","169596","4.16","35261","5.41","192493","85.8%","54.2%","32997","51.5%","46912","56.3%","79909","54.3%","112645","54.1%","0.2pp"
"Sun-Dappled Celebrant","W","C","235301","5.91","31262","8.49","95759","48.9%","52.4%","15513","50.8%","24111","54.1%","39624","52.8%","56572","52.2%","0.6pp"
"Thoughtweft Imbuer","W","U","57781","4.13","14433","4.80","70950","73.2%","56.1%","12019","56.8%","16717","59.3%","28736","58.3%","40742","54.0%","4.2pp"
"Timid Shieldbearer","W","C","225698","5.64","36650","7.68","163496","69.7%","55.0%","29964","54.4%","37022","55.3%","66986","54.9%","95029","55.0%","-0.1pp"
"Tributary Vaulter","W","C","241846","6.36","36036","8.71","134292","58.1%","55.3%","23408","54.6%","32255","55.6%","55663","55.2%","76322","55.1%","0.1pp"
"Wanderbrine Preacher","W","C","223648","5.55","38834","7.43","175312","70.5%","55.3%","31801","56.1%","41445","55.1%","73246","55.5%","99693","55.0%","0.6pp"
"Wanderbrine Trapper","W","U","55928","3.78","16877","4.36","96941","84.5%","57.0%","17546","61.9%","23002","57.6%","40548","59.4%","55152","55.0%","4.4pp"
"Winnowing","W","R","23997","3.97","4452","5.06","16337","54.7%","52.5%","2628","48.0%","4129","55.8%","6757","52.8%","9595","52.4%","0.4pp"
"Aquitect's Defenses","U","C","266890","7.19","34022","10.44","46215","21.4%","52.2%","7756","50.7%","11809","54.4%","19565","52.9%","26683","51.7%","1.3pp"
"Blossombind","U","C","187951","4.58","40190","5.98","213475","83.4%","54.3%","37016","52.2%","56587","56.8%","93603","55.0%","119967","53.8%","1.2pp"
"Champions of the Shoal","U","R","12425","2.58","5133","2.80","36991","79.9%","57.2%","6428","61.5%","9979","62.6%","16407","62.2%","19969","52.3%","9.9pp"
"Disruptor of Currents","U","R","11896","2.31","5800","2.50","42552","88.3%","56.7%","7255","59.4%","11189","62.4%","18444","61.2%","23465","52.7%","8.6pp"
"Flitterwing Nuisance","U","R","11654","2.36","5481","2.53","38145","85.2%","55.4%","6933","62.1%","10197","58.4%","17130","59.9%","21107","51.8%","8.1pp"
"Glamer Gifter","U","U","60554","3.99","16502","4.81","88484","82.7%","54.8%","15704","54.8%","23257","57.9%","38961","56.6%","49548","53.3%","3.4pp"
"Glamermite","U","C","251840","6.56","33898","9.46","73218","34.3%","51.7%","12784","50.8%","18694","54.8%","31478","53.2%","41727","50.6%","2.6pp"
"Glen Elendra Guardian","U","R","12416","2.38","5500","2.57","36515","86.2%","54.2%","6556","54.7%","9636","57.4%","16192","56.3%","20408","52.6%","3.8pp"
"Glen Elendra's Answer","U","M","14507","3.89","3827","4.60","17265","65.1%","55.8%","2775","56.2%","4646","61.2%","7421","59.3%","9851","53.2%","6.2pp"
"Gravelgill Scoundrel","U","C","240001","6.33","39801","8.48","157425","61.6%","55.5%","28842","56.2%","38076","55.5%","66918","55.8%","88119","55.1%","0.7pp"
"Harmonized Crescendo","U","R","23091","3.85","5068","4.79","21938","63.5%","53.1%","3566","50.3%","5698","55.1%","9264","53.2%","12688","53.1%","0.2pp"
"Illusion Spinners","U","U","90477","5.95","11866","8.54","22993","30.6%","49.7%","3834","47.7%","6032","53.2%","9866","51.1%","13162","48.8%","2.3pp"
"Kulrath Mystic","U","C","262931","7.09","36731","10.03","78270","33.7%","53.3%","14002","52.9%","21145","54.5%","35147","53.9%","42078","52.6%","1.3pp"
"Loch Mare","U","M","4486","1.71","2902","1.78","23484","89.1%","56.8%","4167","61.0%","6429","62.7%","10596","62.0%","12973","52.7%","9.3pp"
"Lofty Dreams","U","U","79676","5.15","14910","6.75","57050","59.8%","54.1%","9330","51.9%","15027","57.5%","24357","55.4%","32732","53.2%","2.1pp"
"Mirrorform","U","M","9873","3.19","3065","3.53","15255","70.0%","53.5%","2514","50.1%","4146","58.7%","6660","55.4%","8606","52.0%","3.5pp"
"Noggle the Mind","U","U","68324","4.44","13091","5.76","63839","76.0%","53.9%","10844","52.4%","17159","57.0%","28003","55.2%","35886","52.8%","2.4pp"
"Oko, Lorwyn Liege","U","M","4641","1.79","2672","1.82","18358","81.0%","52.5%","3181","57.2%","4979","56.2%","8160","56.6%","10274","49.1%","7.4pp"
"Omni-Changeling","U","U","53514","3.61","16863","4.20","95505","86.6%","55.0%","15845","52.4%","25897","58.2%","41742","56.0%","51525","53.5%","2.5pp"
"Pestered Wellguard","U","U","59640","4.05","13642","4.99","68647","77.7%","54.4%","11714","53.2%","17745","55.2%","29459","54.4%","38171","53.9%","0.5pp"
"Rime Chill","U","U","92505","5.90","14136","8.19","33236","37.3%","51.2%","5243","47.6%","9159","54.9%","14402","52.2%","18879","50.3%","1.9pp"
"Rimefire Torque","U","R","41556","5.89","5016","9.05","1393","4.4%","44.5%","255","","357","","612","39.9%","783","48.0%","-8.2pp"
"Rimekin Recluse","U","U","43287","3.08","18435","3.45","115889","89.9%","56.6%","20711","58.9%","31021","60.8%","51732","60.0%","62519","53.5%","6.6pp"
"Run Away Together","U","C","266586","7.23","33954","10.46","48819","22.8%","51.6%","8128","47.5%","12842","53.2%","20970","51.0%","27883","52.0%","-1.0pp"
"Shinestriker","U","U","57025","3.88","18570","4.42","100395","81.3%","55.2%","16361","54.2%","27824","60.8%","44185","58.3%","54451","52.1%","6.2pp"
"Silvergill Mentor","U","U","61530","4.20","16854","4.91","88035","77.3%","57.3%","16266","61.9%","21241","58.7%","37507","60.1%","48847","54.8%","5.3pp"
"Silvergill Peddler","U","C","250777","6.59","38710","9.10","130234","52.5%","55.0%","23168","54.4%","31451","55.3%","54619","54.9%","73907","54.8%","0.1pp"
"Spell Snare","U","U","101394","6.81","11712","10.13","10168","14.0%","48.7%","1744","49.0%","2532","48.9%","4276","48.9%","5894","48.4%","0.5pp"
"Stratosoarer","U","C","244473","6.10","36565","8.65","120030","52.0%","53.3%","21051","51.1%","33003","57.0%","54054","54.7%","64542","51.8%","2.9pp"
"Summit Sentinel","U","C","249441","6.48","36308","9.10","119670","52.2%","53.3%","21748","52.8%","32112","54.4%","53860","53.8%","64321","52.7%","1.1pp"
"Sunderflock","U","R","11513","2.45","4993","2.59","37758","82.4%","57.8%","6391","60.3%","10884","66.0%","17275","63.9%","19479","51.2%","12.7pp"
"Swat Away","U","U","76415","4.90","15404","6.34","67288","68.4%","54.0%","11308","52.0%","18091","56.2%","29399","54.6%","37941","53.5%","1.1pp"
"Sygg, Wanderwine Wisdom","U","R","10592","2.23","5075","2.38","39284","88.3%","56.0%","7233","60.6%","10078","60.5%","17311","60.5%","21414","51.9%","8.6pp"
"Tanufel Rimespeaker","U","U","58728","4.02","16455","4.73","88627","82.6%","54.5%","15112","56.1%","24791","56.7%","39903","56.5%","47640","52.6%","3.9pp"
"Temporal Cleansing","U","C","242246","6.04","44860","8.14","185006","64.2%","55.2%","30602","53.1%","49393","57.6%","79995","55.9%","105146","54.6%","1.3pp"
"Thirst for Identity","U","U","86802","5.61","12633","7.93","35944","44.8%","52.7%","6217","51.1%","9378","54.6%","15595","53.2%","20350","52.3%","0.9pp"
"Unexpected Assistance","U","C","221799","5.47","43853","7.21","204300","72.9%","54.7%","33768","53.4%","53782","57.1%","87550","55.7%","116846","54.0%","1.6pp"
"Unwelcome Sprite","U","U","68927","4.51","16752","5.56","80783","74.6%","54.6%","14728","56.2%","20945","56.1%","35673","56.2%","45178","53.4%","2.7pp"
"Wanderwine Distracter","U","C","268212","7.52","32457","10.93","41235","20.0%","51.9%","6816","49.4%","10302","51.6%","17118","50.7%","23591","52.5%","-1.7pp"
"Wanderwine Farewell","U","U","75616","4.92","16361","6.16","70985","67.1%","55.8%","11703","53.9%","17928","58.5%","29631","56.7%","39796","54.6%","2.0pp"
"Wild Unraveling","U","C","264690","7.17","35281","10.26","57495","25.6%","52.3%","9577","51.0%","15151","55.1%","24728","53.5%","32796","51.3%","2.2pp"
"Auntie's Sentence","B","C","236456","5.90","31195","8.47","101678","51.6%","53.1%","17910","52.9%","24323","53.6%","42233","53.3%","59474","53.0%","0.3pp"
"Barbed Bloodletter","B","C","269958","7.37","31823","10.77","36656","18.3%","52.4%","6105","52.8%","8786","54.1%","14891","53.5%","21779","51.7%","1.8pp"
"Bile-Vial Boggart","B","C","249058","6.56","30278","9.45","81698","43.2%","51.8%","14685","53.3%","19130","51.0%","33815","52.0%","46788","51.3%","0.7pp"
"Bitterbloom Bearer","B","M","4753","1.84","2337","1.90","17468","82.3%","54.2%","3103","60.9%","4313","56.6%","7416","58.4%","10026","51.1%","7.3pp"
"Blight Rot","B","C","147540","3.75","34744","4.69","193894","87.3%","54.1%","32980","53.7%","48375","56.6%","81355","55.4%","112577","53.1%","2.3pp"
"Blighted Blackthorn","B","C","258189","6.77","31841","9.86","56698","28.5%","50.0%","9433","47.2%","14396","52.7%","23829","50.5%","32959","49.7%","0.8pp"
"Bloodline Bidding","B","R","16843","3.11","5473","3.41","31565","76.5%","55.9%","5165","53.8%","8201","61.8%","13366","58.7%","18229","53.8%","4.9pp"
"Boggart Mischief","B","U","60278","4.26","12997","5.09","60640","70.4%","54.7%","10621","54.4%","14784","59.0%","25405","57.1%","33169","51.9%","5.3pp"
"Boggart Prankster","B","C","255837","6.95","32401","9.83","89539","44.1%","52.7%","16041","53.7%","20938","51.8%","36979","52.6%","51177","52.5%","0.2pp"
"Bogslither's Embrace","B","C","150988","3.81","36621","4.76","207990","88.6%","54.4%","35267","53.3%","52179","57.9%","87446","56.1%","120629","53.2%","2.9pp"
"Champion of the Weird","B","R","15162","2.95","4533","3.33","26912","70.6%","54.9%","4482","60.2%","6724","59.3%","11206","59.7%","14985","50.5%","9.1pp"
"Creakwood Safewright","B","U","53560","3.70","14996","4.35","83270","82.8%","56.3%","14992","57.7%","19695","57.3%","34687","57.4%","47139","55.2%","2.3pp"
"Darkness Descends","B","U","95026","6.33","10731","9.49","11545","17.3%","48.5%","1933","45.4%","2950","50.7%","4883","48.6%","6672","48.4%","0.2pp"
"Dawnhand Dissident","B","R","11999","2.34","5465","2.53","38510","86.1%","55.6%","7198","59.8%","9412","58.6%","16610","59.1%","21418","52.6%","6.5pp"
"Dawnhand Eulogist","B","C","216116","5.59","42248","7.10","200508","72.6%","57.1%","33915","56.4%","48118","59.0%","82033","57.9%","114352","56.1%","1.8pp"
"Dose of Dawnglow","B","U","90028","5.75","11857","8.29","28108","38.0%","51.2%","4630","47.4%","7011","53.2%","11641","50.9%","16492","51.5%","-0.6pp"
"Dream Seizer","B","C","258075","6.79","31855","9.87","55405","27.7%","50.4%","9413","48.7%","14062","53.1%","23475","51.3%","31924","49.7%","1.6pp"
"Gloom Ripper","B","R","11514","2.37","5060","2.52","39351","83.7%","59.4%","6681","64.4%","10059","67.2%","16740","66.1%","21289","53.1%","12.9pp"
"Gnarlbark Elm","B","U","60842","4.04","12285","5.08","57733","74.4%","52.5%","10107","51.8%","14666","55.6%","24773","54.0%","33080","51.4%","2.6pp"
"Graveshifter","B","U","49914","3.37","14390","4.02","81286","87.4%","53.9%","13664","51.0%","20127","56.1%","33791","54.0%","45643","53.3%","0.7pp"
"Grub, Storied Matriarch","B","R","17123","3.18","4605","3.71","24686","68.7%","54.3%","4337","53.8%","6018","60.2%","10355","57.5%","13608","51.0%","6.5pp"
"Gutsplitter Gang","B","U","81076","5.40","11612","7.39","38269","52.8%","51.7%","6533","51.6%","9560","52.1%","16093","51.9%","21639","51.1%","0.7pp"
"Heirloom Auntie","B","C","252193","6.83","28879","9.92","62320","34.7%","50.2%","10797","47.1%","14906","49.4%","25703","48.5%","35742","51.0%","-2.6pp"
"Iron-Shield Elf","B","U","60550","4.02","15978","4.81","87018","82.2%","56.5%","15771","59.1%","20043","56.7%","35814","57.7%","50207","55.4%","2.3pp"
"Moonglove Extractor","B","C","247713","6.43","31116","9.30","82396","41.8%","53.1%","14649","51.9%","18618","52.1%","33267","52.0%","48308","53.6%","-1.5pp"
"Moonshadow","B","M","5445","2.02","2376","2.15","16419","82.5%","54.3%","2849","60.4%","4083","55.1%","6932","57.3%","9471","52.3%","5.0pp"
"Mornsong Aria","B","R","42930","5.97","5168","9.22","751","2.3%","48.7%","126","","167","","293","","460","",""
"Mudbutton Cursetosser","B","U","74854","4.94","13178","6.30","55081","65.6%","54.8%","9851","60.8%","12893","55.3%","22744","57.7%","31176","52.3%","5.3pp"
"Nameless Inversion","B","U","43974","3.06","14901","3.54","87109","88.2%","54.8%","15395","55.4%","21170","56.7%","36565","56.2%","48615","53.2%","2.9pp"
"Nightmare Sower","B","U","76977","5.16","10660","7.12","27437","41.6%","49.7%","4693","48.5%","7235","53.1%","11928","51.2%","15629","48.5%","2.7pp"
"Perfect Intimidation","B","U","100718","6.69","10757","10.20","7332","10.8%","48.0%","1222","44.4%","1756","49.4%","2978","47.3%","4363","48.6%","-1.3pp"
"Requiting Hex","B","U","72647","4.68","11556","6.31","46171","63.5%","52.2%","7939","52.5%","11144","52.8%","19083","52.6%","27109","51.8%","0.8pp"
"Retched Wretch","B","U","83269","5.47","11917","7.54","42015","56.3%","52.7%","7433","52.5%","10093","53.7%","17526","53.2%","23852","51.9%","1.2pp"
"Scarblade Scout","B","C","205183","5.19","41124","6.64","209429","78.4%","56.6%","37801","58.4%","46844","56.9%","84645","57.5%","122008","55.7%","1.9pp"
"Scarblade's Malice","B","C","252105","6.51","31125","9.52","78610","39.8%","53.2%","13123","52.0%","18741","55.5%","31864","54.1%","46787","52.7%","1.4pp"
"Shimmercreep","B","U","80807","5.08","14910","6.83","52354","56.0%","51.8%","8678","49.9%","13838","57.3%","22516","54.4%","29348","49.4%","5.0pp"
"Taster of Wares","B","R","14624","2.78","5501","3.03","36699","82.0%","55.9%","6383","60.5%","9078","60.7%","15461","60.6%","20528","51.9%","8.7pp"
"Twilight Diviner","B","R","17173","3.06","4865","3.58","26460","75.4%","54.4%","4750","55.9%","6349","56.1%","11099","56.0%","15028","52.9%","3.1pp"
"Unbury","B","U","61946","3.98","14591","4.99","75834","81.2%","54.3%","12660","51.7%","18876","57.3%","31536","55.1%","44362","53.8%","1.3pp"
"Ashling, Rekindled","R","R","14305","2.78","5451","3.04","35859","80.6%","55.6%","6571","63.4%","9633","58.6%","16204","60.5%","18959","51.0%","9.5pp"
"Boldwyr Aggressor","R","U","94402","6.31","12016","9.15","19603","26.4%","49.6%","3254","48.9%","5048","52.3%","8302","51.0%","11358","48.7%","2.3pp"
"Boneclub Berserker","R","C","260055","7.38","29889","10.73","52533","27.9%","51.0%","8712","48.9%","12926","51.5%","21638","50.4%","29914","50.9%","-0.5pp"
"Boulder Dash","R","U","60305","3.99","15091","4.86","79270","82.4%","53.6%","13909","53.2%","20917","57.1%","34826","55.5%","44462","52.2%","3.4pp"
"Brambleback Brute","R","C","258055","6.98","32035","10.07","62310","30.9%","51.4%","10853","49.0%","15545","54.2%","26398","52.1%","36028","50.9%","1.2pp"
"Burning Curiosity","R","C","268055","7.30","37273","10.24","71703","30.6%","51.6%","12143","48.2%","18558","53.8%","30701","51.6%","41024","51.7%","-0.1pp"
"Champion of the Path","R","R","16632","3.14","4944","3.60","28397","77.6%","52.8%","4798","52.0%","7928","56.0%","12726","54.5%","15035","50.6%","3.9pp"
"Cinder Strike","R","C","159623","4.09","42842","4.97","239856","87.1%","54.0%","41841","53.9%","63684","56.6%","105525","55.5%","134397","52.9%","2.7pp"
"Collective Inferno","R","R","27548","4.47","4103","6.24","11053","42.1%","49.7%","1809","47.0%","2913","49.5%","4722","48.5%","6364","50.5%","-2.0pp"
"Elder Auntie","R","C","248199","6.65","32976","9.40","93038","45.2%","52.2%","16239","51.3%","22448","52.6%","38687","52.0%","52864","52.0%","0.1pp"
"End-Blaze Epiphany","R","R","13912","2.58","6370","2.76","43478","86.2%","55.7%","7392","58.2%","11491","61.4%","18883","60.2%","24612","52.3%","7.9pp"
"Enraged Flamecaster","R","C","249481","6.66","31626","9.62","82401","41.5%","52.3%","14619","52.0%","21758","53.4%","36377","52.8%","44738","51.4%","1.5pp"
"Explosive Prodigy","R","U","53001","3.60","17686","4.13","100678","85.3%","55.1%","17874","56.1%","27108","59.3%","44982","58.1%","53846","52.3%","5.7pp"
"Feed the Flames","R","C","195868","4.86","37564","6.39","188073","79.8%","53.1%","31316","51.1%","50970","56.4%","82286","54.4%","105855","52.0%","2.4pp"
"Flame-Chain Mauler","R","C","251855","6.63","37187","9.24","120422","51.5%","53.2%","21660","52.8%","31548","53.7%","53208","53.3%","65654","52.8%","0.5pp"
"Flamebraider","R","U","57543","4.02","17397","4.61","95615","81.3%","55.7%","17424","62.8%","25776","55.8%","43200","58.6%","50880","52.9%","5.7pp"
"Flamekin Gildweaver","R","C","234624","6.01","42333","7.90","178102","66.3%","54.7%","30688","55.2%","48880","57.2%","79568","56.4%","95554","52.9%","3.5pp"
"Giantfall","R","U","74138","4.78","13036","6.30","52294","64.1%","52.2%","8756","50.2%","13810","54.9%","22566","53.1%","29774","51.6%","1.6pp"
"Goatnap","R","U","106549","7.44","11752","11.08","4068","5.5%","48.4%","624","43.4%","984","51.8%","1608","48.6%","2463","48.3%","0.3pp"
"Goliath Daydreamer","R","R","13725","2.66","5348","2.90","33034","81.5%","53.0%","5605","53.6%","9027","55.7%","14632","54.9%","18638","51.4%","3.5pp"
"Gristle Glutton","R","C","247086","6.47","40223","8.72","149616","59.1%","53.4%","26870","54.0%","36459","53.6%","63329","53.8%","84438","52.8%","0.9pp"
"Hexing Squelcher","R","R","18109","3.19","3793","4.01","18849","72.8%","51.3%","3404","50.5%","4636","51.6%","8040","51.1%","10601","51.2%","-0.0pp"
"Impolite Entrance","R","U","105129","7.21","11822","10.64","7334","10.0%","46.3%","1198","43.5%","1823","44.0%","3021","43.8%","4318","48.1%","-4.2pp"
"Kindle the Inner Flame","R","U","94685","6.38","14372","8.71","34480","38.0%","53.6%","5595","50.9%","9388","57.2%","14983","54.8%","18794","51.9%","2.9pp"
"Kulrath Zealot","R","C","217455","5.44","43641","7.04","206034","74.0%","54.8%","36056","53.9%","56489","58.7%","92545","56.8%","110125","52.7%","4.2pp"
