"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Champion of the Path","R","R","5432","3.22","1510","3.71","4","","","1","","2","","3","","1","",""
"Cinder Strike","R","C","51449","4.25","13388","5.08","98","4.8%","","23","","22","","45","","53","",""
"Collective Inferno","R","R","8040","4.22","1256","5.56","0","","","0","","0","","0","","0","",""
"Elder Auntie","R","C","75756","6.38","10688","8.85","0","0.0%","","0","","0","","0","","0","",""
"End-Blaze Epiphany","R","R","4461","2.64","1988","2.83","117","19.4%","","18","","32","","50","","67","",""
"Enraged Flamecaster","R","C","78779","6.77","9688","9.74","0","0.0%","","0","","0","","0","","0","",""
"Explosive Prodigy","R","U","18035","3.87","5525","4.48","71","9.6%","","13","","19","","32","","39","",""
"Feed the Flames","R","C","63079","4.99","11501","6.59","107","5.3%","","13","","37","","50","","57","",""
"Flame-Chain Mauler","R","C","79502","6.73","11658","9.38","0","0.0%","","0","","0","","0","","0","",""
"Flamebraider","R","U","20511","4.42","5407","5.17","6","0.7%","","2","","1","","3","","3","",""
"Flamekin Gildweaver","R","C","77808","6.43","12178","8.72","8","0.3%","","1","","2","","3","","5","",""
"Giantfall","R","U","23019","4.75","4226","6.19","38","4.6%","","7","","14","","21","","17","",""
"Goatnap","R","U","32750","7.28","3644","10.82","0","0.0%","","0","","0","","0","","0","",""
"Goliath Daydreamer","R","R","4272","2.67","1626","2.79","0","","","0","","0","","0","","0","",""
"Gristle Glutton","R","C","78906","6.67","12050","9.06","8","0.2%","","1","","4","","5","","3","",""
"Hexing Squelcher","R","R","4798","2.89","1146","3.51","0","","","0","","0","","0","","0","",""
"Impolite Entrance","R","U","32637","6.98","3767","10.24","6","0.3%","","2","","0","","2","","4","",""
"Kindle the Inner Flame","R","U","31208","6.79","3914","9.76","16","0.9%","","4","","5","","9","","7","",""
"Kulrath Zealot","R","C","73809","5.94","12742","7.97","19","0.6%","","4","","3","","7","","12","",""
"Lasting Tarfire","R","U","29540","6.52","3737","9.17","7","0.4%","","0","","6","","6","","1","",""
"Lavaleaper","R","R","9993","5.09","1265","7.64","3","0.4%","","0","","2","","2","","1","",""
"Meek Attack","R","M","6132","5.28","752","8.01","0","0.0%","","0","","0","","0","","0","",""
"Reckless Ransacking","R","C","85104","7.67","9575","11.26","0","0.0%","","0","","0","","0","","0","",""
"Scuzzback Scrounger","R","R","5047","2.93","1521","3.26","2","","","0","","1","","1","","1","",""
"Sear","R","U","13413","2.98","4715","3.42","39","6.5%","","5","","8","","13","","26","",""
"Sizzling Changeling","R","U","21249","4.36","4945","5.34","5","0.7%","","0","","1","","1","","4","",""
"Soul Immolation","R","M","2052","2.35","985","2.49","10","","","0","","1","","1","","9","",""
"Soulbright Seeker","R","U","26667","5.56","4627","7.25","0","0.0%","","0","","0","","0","","0","",""
"Sourbread Auntie","R","U","21429","4.72","4417","5.82","0","0.0%","","0","","0","","0","","0","",""
"Spinerock Tyrant","R","M","1404","1.74","790","1.81","36","","","3","","9","","12","","24","",""
"Squawkroaster","R","U","26211","5.44","4027","7.41","47","4.0%","","5","","17","","22","","25","",""
"Sting-Slinger","R","U","25824","5.47","4089","7.28","3","0.3%","","2","","1","","3","","0","",""
"Tweeze","R","C","57920","4.60","11509","5.96","86","4.0%","","16","","13","","29","","57","",""
"Warren Torchmaster","R","U","27226","5.67","4199","7.66","0","0.0%","","0","","0","","0","","0","",""
"Assert Perfection","G","C","53168","4.13","13934","5.09","25739","97.3%","57.1%","4355","57.9%","6010","58.1%","10365","58.0%","15377","56.4%","1.6pp"
"Aurora Awakener","G","M","1426","1.76","922","1.78","1133","93.4%","54.5%","192","","276","","468","","660","50.5%",""
"Bloom Tender","G","M","1839","2.08","755","2.23","721","81.9%","54.6%","134","","157","","291","","430","",""
"Blossoming Defense","G","U","23339","4.65","4940","5.96","8665","91.7%","55.8%","1418","54.1%","1983","55.5%","3401","54.9%","5265","56.3%","-1.4pp"
"Bristlebane Battler","G","R","2877","1.95","1476","2.06","5173","100.0%","57.6%","954","66.6%","1192","57.0%","2146","61.3%","2936","54.6%","6.6pp"
"Bristlebane Outrider","G","U","21484","4.47","4547","5.61","12890","95.1%","57.4%","2269","56.9%","3076","60.3%","5345","58.8%","7351","56.1%","2.8pp"
"Celestial Reunion","G","M","3814","3.63","671","4.66","540","62.9%","55.2%","91","","129","","220","","320","",""
"Champions of the Perfect","G","R","3056","2.07","1445","2.17","1235","70.6%","54.0%","231","","303","","534","57.9%","690","50.6%","7.3pp"
"Chomping Changeling","G","U","23355","4.69","3554","6.44","3707","65.2%","53.5%","658","48.3%","818","54.4%","1476","51.7%","2191","54.6%","-2.9pp"
"Crossroads Watcher","G","C","74766","5.94","11338","8.23","31159","91.4%","56.1%","5498","57.6%","6904","55.9%","12402","56.7%","18317","55.6%","1.1pp"
"Dawn's Light Archer","G","C","77407","6.21","11228","8.76","3651","30.0%","53.1%","650","49.7%","826","53.5%","1476","51.8%","2175","54.0%","-2.1pp"
"Dundoolin Weaver","G","U","18040","3.70","5072","4.42","12954","98.9%","57.1%","2217","55.1%","2952","59.2%","5169","57.4%","7526","56.5%","0.9pp"
"Formidable Speaker","G","R","3066","2.03","1541","2.15","2471","95.6%","56.1%","470","","565","57.5%","1035","57.4%","1435","55.1%","2.3pp"
"Gilt-Leaf's Embrace","G","C","83021","6.93","10392","10.06","8277","44.7%","55.8%","1351","53.1%","1888","56.4%","3239","55.0%","5039","56.2%","-1.2pp"
"Great Forest Druid","G","C","59411","4.73","11115","6.23","7909","63.8%","53.2%","1436","54.4%","1737","51.5%","3173","52.8%","4732","53.4%","-0.6pp"
"Luminollusk","G","U","27928","5.54","4192","7.68","1316","30.4%","52.7%","215","","322","","537","54.2%","780","51.8%","2.4pp"
"Lys Alana Dignitary","G","U","20117","4.24","4873","5.10","976","35.8%","52.6%","185","","226","","411","","564","55.3%",""
"Lys Alana Informant","G","C","66048","5.15","13343","6.74","11439","72.8%","56.0%","2068","59.8%","2548","54.2%","4616","56.7%","6812","55.5%","1.2pp"
"Midnight Tilling","G","C","81370","6.93","13093","9.35","2765","20.0%","56.3%","502","56.8%","638","55.8%","1140","56.2%","1625","56.4%","-0.1pp"
"Mistmeadow Council","G","C","67999","5.39","12929","7.00","39149","96.4%","57.2%","6545","56.7%","8877","59.2%","15422","58.1%","22853","56.2%","1.9pp"
"Moon-Vigil Adherents","G","U","16038","3.52","4634","3.99","5183","88.0%","57.6%","858","56.6%","1245","59.4%","2103","58.3%","3083","57.1%","1.2pp"
"Morcant's Eyes","G","U","21031","4.58","5322","5.27","607","21.5%","50.7%","132","","132","","264","","339","",""
"Mutable Explorer","G","R","3508","2.32","1455","2.46","2827","95.7%","56.1%","519","57.8%","599","56.1%","1118","56.9%","1661","55.1%","1.7pp"
"Pitiless Fists","G","U","18909","3.89","5171","4.62","8851","94.2%","56.8%","1425","55.8%","2044","57.6%","3469","56.8%","5384","56.7%","0.1pp"
"Prismabasher","G","U","20003","4.12","4929","4.99","5111","78.5%","56.6%","856","54.3%","1236","60.8%","2092","58.1%","3009","55.5%","2.6pp"
"Prismatic Undercurrents","G","U","29326","6.13","3826","8.80","465","13.6%","","79","","105","","184","","281","",""
"Pummeler for Hire","G","U","19731","4.15","4843","5.02","6156","81.2%","55.5%","1010","55.9%","1503","57.4%","2513","56.8%","3646","54.7%","2.2pp"
"Safewright Cavalry","G","C","70648","5.66","12447","7.59","6023","45.8%","54.6%","1024","51.4%","1440","56.8%","2464","54.5%","3569","54.7%","-0.2pp"
"Sapling Nursery","G","R","4348","2.75","1449","2.95","2005","81.6%","55.9%","344","","481","","825","54.3%","1185","56.7%","-2.4pp"
"Selfless Safewright","G","R","3568","2.27","1598","2.45","3027","97.1%","55.3%","519","55.3%","691","58.6%","1210","57.2%","1811","54.0%","3.2pp"
"Shimmerwilds Growth","G","U","24245","4.99","4204","6.50","1493","39.5%","51.9%","291","","355","","646","51.9%","849","51.9%","-0.1pp"
"Spry and Mighty","G","R","5066","2.90","1828","3.19","3416","93.5%","55.0%","563","52.6%","824","57.6%","1387","55.6%","2031","54.6%","1.0pp"
"Surly Farrier","G","C","76361","6.18","11096","8.59","27932","87.0%","55.4%","5185","55.4%","5962","53.5%","11147","54.4%","16491","55.9%","-1.5pp"
"Tend the Sprigs","G","C","79319","6.63","9297","9.78","1814","16.7%","51.4%","293","","413","","706","50.7%","1109","51.8%","-1.1pp"
"Thoughtweft Charge","G","U","25713","5.07","4272","6.82","8068","85.6%","55.5%","1306","54.0%","1877","53.9%","3183","53.9%","4886","56.6%","-2.6pp"
