"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Dai Li Indoctrination","B","C","188358","7.58","21624","11.01","29988","21.3%","52.9%","5237","52.2%","7640","53.3%","12877","52.9%","16926","52.9%","-0.0pp"
"Day of Black Sun","B","R","10502","2.57","4165","2.72","28897","83.2%","56.3%","4989","56.8%","7972","62.3%","12961","60.2%","15901","53.1%","7.0pp"
"Deadly Precision","B","C","141083","5.07","26293","6.56","138117","80.0%","55.0%","23360","53.5%","37223","58.4%","60583","56.5%","77503","53.9%","2.7pp"
"Epic Downfall","B","U","30738","3.12","9978","3.60","62285","89.9%","56.0%","10945","56.2%","16758","60.0%","27703","58.5%","34517","53.9%","4.6pp"
"Fatal Fissure","B","U","69980","7.33","7641","10.88","6086","12.3%","49.0%","1038","44.6%","1507","48.1%","2545","46.7%","3541","50.6%","-3.9pp"
"The Fire Nation Drill","B","R","8389","2.19","4251","2.29","34386","88.1%","59.1%","5983","67.4%","9236","66.6%","15219","66.9%","19168","53.0%","14.0pp"
"Fire Nation Engineer","B","U","49279","4.73","8426","6.20","41737","74.8%","54.7%","7165","56.4%","10689","55.6%","17854","55.9%","23914","53.8%","2.1pp"
"Fire Navy Trebuchet","B","U","43688","4.34","8027","5.53","40194","77.0%","53.4%","7131","53.3%","10295","56.2%","17426","55.0%","22799","52.1%","2.9pp"
"Foggy Swamp Hunters","B","C","196897","8.40","22914","11.95","16316","10.9%","52.4%","2748","51.7%","4606","53.8%","7354","53.0%","8997","52.1%","0.9pp"
"Foggy Swamp Visions","B","R","30011","5.90","3547","8.83","2134","9.2%","47.1%","363","","559","49.6%","922","46.2%","1213","48.0%","-1.8pp"
"Heartless Act","B","U","28627","2.93","10183","3.36","65325","90.3%","56.0%","11415","58.1%","17413","60.5%","28828","59.5%","36450","53.2%","6.4pp"
"Hog-Monkey","B","C","192287","7.95","20950","11.58","19472","14.3%","52.0%","3361","49.2%","4859","53.3%","8220","51.6%","11258","52.2%","-0.6pp"
"Joo Dee, One of Many","B","U","45618","4.44","9910","5.40","53497","81.8%","54.3%","9555","55.4%","13662","55.4%","23217","55.4%","30266","53.4%","1.9pp"
"June, Bounty Hunter","B","U","45458","4.41","9941","5.44","54571","83.4%","54.2%","9765","53.5%","14336","55.3%","24101","54.6%","30522","53.9%","0.6pp"
"Koh, the Face Stealer","B","M","3834","1.80","2226","1.86","18984","88.7%","57.9%","3294","61.5%","5254","64.9%","8548","63.6%","10460","53.3%","10.2pp"
"Lo and Li, Twin Tutors","B","U","65578","6.49","9138","9.08","16784","28.1%","54.3%","2833","51.5%","4465","56.3%","7298","54.4%","9468","54.2%","0.2pp"
"Mai, Scornful Striker","B","R","14807","3.37","3201","4.06","16426","73.1%","53.5%","2940","53.3%","4116","54.0%","7056","53.7%","9296","53.3%","0.4pp"
"Merchant of Many Hats","B","C","178505","6.78","23809","9.57","81718","52.5%","54.3%","14544","54.4%","20788","54.1%","35332","54.2%","46343","54.3%","-0.1pp"
"Northern Air Temple","B","U","70873","7.40","8896","10.53","6849","12.0%","47.6%","1169","46.7%","1891","53.9%","3060","51.1%","3342","42.8%","8.4pp"
"Obsessive Pursuit","B","R","10031","2.50","4120","2.69","29259","86.7%","55.5%","5351","58.7%","7732","58.3%","13083","58.4%","16181","53.2%","5.3pp"
"Ozai's Cruelty","B","U","60418","5.89","8062","8.37","23263","43.9%","54.1%","4063","54.5%","6143","55.8%","10206","55.3%","12872","53.0%","2.2pp"
"Phoenix Fleet Airship","B","M","4602","2.17","2191","2.26","17139","84.9%","55.5%","2901","60.3%","4824","61.4%","7725","60.9%","9423","51.1%","9.8pp"
"Pirate Peddlers","B","C","175874","6.75","20576","9.81","58306","44.1%","51.6%","10187","49.7%","15216","52.4%","25403","51.3%","32972","51.7%","-0.4pp"
"Raven Eagle","B","R","8049","2.07","4425","2.18","34999","90.2%","57.3%","6033","60.6%","9730","63.8%","15763","62.6%","19315","52.9%","9.7pp"
"The Rise of Sozin","B","M","3472","1.74","2177","1.76","19664","91.0%","59.4%","3462","66.8%","5698","68.3%","9160","67.7%","10564","52.3%","15.4pp"
"Ruinous Waterbending","B","U","67174","6.79","7976","9.88","10496","20.5%","51.5%","1766","49.7%","2743","53.7%","4509","52.1%","5914","51.1%","1.0pp"
"Sold Out","B","C","120128","4.34","26628","5.46","151538","85.4%","55.3%","25598","53.3%","40816","58.7%","66414","56.6%","85004","54.2%","2.4pp"
"Swampsnare Trap","B","C","146686","5.28","22883","7.15","105237","70.3%","53.8%","18111","51.5%","27883","56.3%","45994","54.4%","59184","53.3%","1.1pp"
"Tundra Tank","B","U","69354","6.96","8984","9.87","13373","22.7%","54.6%","2248","53.8%","3398","54.4%","5646","54.1%","7751","54.9%","-0.8pp"
"Wolfbat","B","U","63397","6.18","8944","8.56","27690","47.5%","53.3%","4836","51.9%","7440","54.9%","12276","53.7%","15452","52.9%","0.8pp"
"Zuko's Conviction","B","U","60181","5.78","8657","8.01","28139","50.4%","52.5%","4604","47.2%","7458","54.5%","12062","51.7%","16089","53.2%","-1.5pp"
"Boar-q-pine","R","C","184544","7.38","20006","10.81","35880","27.7%","52.3%","6183","51.5%","9344","51.7%","15527","51.6%","20341","52.7%","-1.1pp"
"Bumi Bash","R","C","170143","6.22","21629","8.95","66625","47.2%","52.5%","11106","49.4%","16764","54.3%","27870","52.4%","38709","52.6%","-0.3pp"
"The Cave of Two Lovers","R","U","42704","4.12","11821","4.82","64836","78.4%","57.8%","11092","60.3%","16271","59.4%","27363","59.7%","37251","56.4%","3.3pp"
"Combustion Man","R","U","47106","4.60","6919","6.16","29029","64.6%","52.3%","4841","50.9%","7282","52.9%","12123","52.1%","17020","52.1%","-0.0pp"
"Combustion Technique","R","U","33262","3.30","11292","3.78","71355","88.6%","56.6%","12517","57.3%","18215","59.7%","30732","58.7%","39800","54.7%","4.0pp"
"Crescent Island Temple","R","U","67576","6.99","8684","9.77","8777","15.5%","49.6%","1482","48.6%","2504","57.3%","3986","54.0%","4038","43.2%","10.9pp"
"Cunning Maneuver","R","C","186444","7.31","23872","10.35","53695","33.7%","54.7%","8851","52.8%","12928","55.1%","21779","54.2%","31900","55.1%","-0.9pp"
"Deserter's Disciple","R","C","186242","7.14","25806","9.90","78478","46.4%","55.0%","14201","54.2%","17878","52.9%","32079","53.5%","46299","56.0%","-2.6pp"
"Fated Firepower","R","M","9392","3.66","2303","4.28","11059","62.6%","55.9%","1793","55.7%","2815","58.2%","4608","57.2%","6463","54.9%","2.3pp"
"Fire Nation Attacks","R","U","52583","5.01","10569","6.32","47122","66.9%","54.9%","7915","54.1%","11726","55.4%","19641","54.9%","27464","54.9%","-0.1pp"
"Fire Nation Cadets","R","C","161534","6.05","29553","7.73","128107","64.6%","56.2%","23120","59.6%","30916","54.2%","54036","56.5%","73950","55.9%","0.6pp"
"Fire Nation Raider","R","C","193139","7.91","22990","11.25","28669","18.9%","52.1%","4801","50.1%","6991","51.2%","11792","50.7%","16886","52.9%","-2.2pp"
"Fire Sages","R","U","39528","3.85","9869","4.65","58002","85.7%","55.7%","10431","57.8%","13925","54.7%","24356","56.0%","33660","55.4%","0.6pp"
"Firebender Ascension","R","R","13546","3.12","3408","3.63","19516","76.2%","53.8%","3559","54.7%","4513","51.9%","8072","53.1%","11439","54.3%","-1.1pp"
"Firebending Lesson","R","C","90882","3.43","30869","3.95","194597","89.7%","56.5%","34216","57.8%","49719","58.6%","83935","58.3%","108815","54.9%","3.4pp"
"Firebending Student","R","R","14385","3.19","3249","3.87","17759","74.8%","52.4%","3298","51.9%","4249","50.8%","7547","51.3%","10200","53.2%","-1.9pp"
"How to Start a Riot","R","C","188723","7.54","23656","10.71","48269","31.1%","53.5%","8003","50.0%","11300","53.3%","19303","51.9%","28797","54.6%","-2.7pp"
"Iroh's Demonstration","R","U","28036","2.91","10873","3.29","71114","89.8%","56.7%","12329","57.8%","18250","59.6%","30579","58.9%","39852","54.8%","4.0pp"
"Jeong Jeong, the Deserter","R","U","45551","4.30","8440","5.51","41016","74.6%","53.3%","7119","52.1%","10311","52.4%","17430","52.3%","23560","54.0%","-1.8pp"
"Jet's Brainwashing","R","U","68710","6.84","8222","9.95","11260","21.0%","53.0%","1879","49.1%","2630","55.6%","4509","52.9%","6751","53.0%","-0.1pp"
"The Last Agni Kai","R","R","17833","3.75","2999","4.83","11329","55.9%","51.3%","1919","46.9%","2747","51.5%","4666","49.6%","6663","52.6%","-3.0pp"
"The Legend of Roku","R","M","3462","1.65","2285","1.66","19960","91.0%","57.9%","3541","62.0%","5243","62.5%","8784","62.3%","11185","54.3%","8.0pp"
"Lightning Strike","R","C","92656","3.45","26418","4.16","161418","89.0%","55.8%","28222","56.0%","40595","58.2%","68817","57.3%","92368","54.7%","2.6pp"
"Mai, Jaded Edge","R","U","46283","4.46","8714","5.65","44765","78.1%","53.9%","8240","54.3%","10656","52.1%","18896","53.0%","25856","54.5%","-1.5pp"
"Mongoose Lizard","R","C","191868","7.58","21939","11.03","33545","23.3%","53.6%","5931","50.9%","8334","54.2%","14265","52.8%","19333","54.1%","-1.3pp"
"Price of Freedom","R","U","72656","7.52","8097","11.07","4988","9.4%","50.5%","925","47.0%","1237","50.8%","2162","49.2%","2797","51.6%","-2.4pp"
"Ran and Shaw","R","R","7211","1.97","3762","2.08","29759","87.8%","55.8%","5132","54.4%","8249","60.4%","13381","58.1%","16247","53.7%","4.4pp"
"Redirect Lightning","R","R","20275","4.12","3057","5.70","11326","55.3%","51.2%","1827","47.9%","2848","52.4%","4675","50.7%","6579","51.6%","-0.9pp"
"Rough Rhino Cavalry","R","C","191730","7.83","20957","11.43","21501","15.6%","52.5%","3486","50.5%","5260","51.7%","8746","51.3%","12836","53.2%","-1.9pp"
"Solstice Revelations","R","U","69066","6.99","8002","10.17","11093","21.2%","51.8%","1888","49.6%","2753","51.6%","4641","50.8%","6409","52.4%","-1.6pp"
"Sozin's Comet","R","M","15877","5.36","1988","8.23","931","7.1%","48.9%","144","","212","","356","","573","51.7%",""
"Tiger-Dillo","R","U","68088","6.88","9061","9.51","18089","30.0%","54.6%","3196","57.8%","4187","54.4%","7383","55.9%","10682","53.7%","2.2pp"
"Treetop Freedom Fighters","R","C","174686","6.51","24506","9.02","89828","55.5%","54.9%","15577","53.8%","20677","54.6%","36254","54.3%","53393","55.3%","-1.0pp"
"Twin Blades","R","U","55988","5.38","9112","7.18","36429","59.6%","55.5%","6084","53.7%","8853","57.4%","14937","55.9%","21430","55.1%","0.8pp"
"Ty Lee, Artful Acrobat","R","U","50189","4.76","8698","6.16","41630","72.9%","54.4%","7162","53.7%","10227","53.6%","17389","53.7%","24270","54.9%","-1.2pp"
"War Balloon","R","U","59152","5.62","8927","7.71","30756","52.6%","53.6%","5270","52.7%","7360","54.0%","12630","53.4%","18198","53.7%","-0.3pp"
"Wartime Protestors","R","R","8355","2.23","3932","2.36","30474","87.7%","56.8%","5198","60.0%","7507","58.4%","12705","59.0%","17780","55.1%","4.0pp"
"Yuyan Archers","R","C","169951","6.18","29783","8.12","140772","70.4%","56.8%","25895","58.0%","33789","55.9%","59684","56.8%","80938","56.8%","0.0pp"
"Zhao, the Moon Slayer","R","R","24490","4.65","3725","6.49","12710","51.8%","54.0%","2340","53.3%","2991","50.9%","5331","51.9%","7381","55.6%","-3.6pp"
"Zuko, Exiled Prince","R","U","45524","4.39","8062","5.66","39986","75.2%","53.3%","6828","50.8%","9856","53.2%","16684","52.2%","23278","53.9%","-1.7pp"
"Allies at Last","G","U","37191","3.60","10720","4.24","63673","86.1%","56.4%","10657","56.6%","15702","60.2%","26359","58.8%","37282","54.8%","4.0pp"
"Avatar Destiny","G","R","22335","4.65","2952","6.61","6850","34.0%","50.3%","1168","45.3%","1620","48.1%","2788","47.0%","4063","52.7%","-5.7pp"
"Badgermole","G","C","165600","6.10","25188","8.35","109396","65.5%","55.7%","18307","55.0%","26772","57.4%","45079","56.4%","63867","55.1%","1.3pp"
"Badgermole Cub","G","M","3662","1.76","1974","1.86","15956","84.0%","57.4%","2921","67.0%","3911","60.5%","6832","63.3%","9044","52.9%","10.4pp"
"The Boulder, Ready to Rumble","G","U","44341","4.31","8616","5.48","44554","77.4%","55.4%","7537","55.6%","11034","56.2%","18571","56.0%","25911","54.8%","1.2pp"
"Bumi, King of Three Trials","G","U","45332","4.36","8655","5.56","39179","68.9%","53.2%","6506","49.7%","10213","56.1%","16719","53.6%","21986","52.5%","1.1pp"
"Cycle of Renewal","G","C","168306","6.28","21075","8.90","66860","49.4%","51.3%","11979","49.5%","16821","50.9%","28800","50.3%","37506","51.9%","-1.6pp"
"Diligent Zookeeper","G","R","14419","3.40","3761","3.96","20068","70.5%","55.0%","3384","57.2%","5010","56.4%","8394","56.7%","11620","53.8%","2.9pp"
"The Earth King","G","R","6643","1.77","3951","1.82","34181","91.6%","58.0%","5945","66.4%","8372","63.2%","14317","64.5%","19354","52.9%","11.6pp"
"Earth Kingdom General","G","U","41406","3.96","8821","4.93","49138","83.4%","55.3%","8453","53.5%","11876","58.5%","20329","56.4%","28477","54.4%","2.0pp"
"Earth Rumble","G","U","47932","4.54","8903","5.83","44296","75.3%","54.4%","7299","51.1%","10833","55.6%","18132","53.8%","26145","54.8%","-0.9pp"
"Earthbender Ascension","G","R","7840","2.08","4004","2.18","32560","89.7%","57.8%","6036","67.4%","8050","59.3%","14086","62.8%","18457","54.0%","8.8pp"
"Earthbending Lesson","G","C","182212","7.07","22405","10.11","58761","40.1%","53.0%","9805","49.4%","14908","53.4%","24713","51.8%","33460","53.6%","-1.8pp"
"Earthen Ally","G","R","24193","4.77","3973","6.44","12640","46.7%","53.8%","2296","57.0%","2993","53.3%","5289","54.9%","7304","53.0%","1.9pp"
"Elemental Teachings","G","R","32867","6.26","3915","9.61","780","3.0%","43.6%","125","","196","","321","","448","",""
"Flopsie, Bumi's Buddy","G","U","42882","4.20","8562","5.24","44933","78.9%","54.7%","7363","53.0%","10865","56.6%","18228","55.1%","26507","54.3%","0.8pp"
"Foggy Swamp Vinebender","G","C","184835","7.21","20113","10.62","39772","30.1%","53.1%","6622","51.2%","9589","52.8%","16211","52.1%","23470","53.6%","-1.4pp"
"Great Divide Guide","G","R","8490","2.19","3898","2.35","30762","87.5%","57.3%","5819","66.9%","7345","58.7%","13164","62.3%","17429","53.4%","9.0pp"
"Haru, Hidden Talent","G","U","41165","4.06","7481","5.11","36704","73.2%","53.9%","6730","54.7%","8516","52.1%","15246","53.3%","21285","54.4%","-1.1pp"
"Invasion Tactics","G","U","60833","5.91","7400","8.51","19106","39.5%","53.3%","3132","48.7%","4512","51.4%","7644","50.3%","11469","55.4%","-5.1pp"
"Kyoshi Island Plaza","G","U","66270","6.86","8463","9.64","8157","14.9%","47.1%","1434","47.9%","2174","50.9%","3608","49.7%","4078","43.8%","5.9pp"
"Leaves from the Vine","G","U","63604","6.13","8341","8.64","17757","32.4%","52.7%","3090","52.7%","4192","52.0%","7282","52.3%","10344","52.9%","-0.6pp"
"The Legend of Kyoshi","G","M","4014","1.87","2054","1.96","16576","88.0%","55.6%","2764","58.3%","4122","59.5%","6886","59.0%","9541","53.0%","6.0pp"
"Origin of Metalbending","G","C","175754","6.49","21501","9.43","70676","50.1%","54.9%","11906","53.8%","17178","56.8%","29084","55.5%","41021","54.3%","1.2pp"
"Ostrich-Horse","G","C","172767","6.47","29885","8.52","122576","61.7%","56.3%","21788","56.8%","29655","56.8%","51443","56.8%","70721","56.0%","0.8pp"
"Pillar Launch","G","C","194155","7.97","23483","11.32","34224","22.0%","56.4%","5654","54.6%","7850","57.4%","13504","56.3%","20738","56.6%","-0.3pp"
"Raucous Audience","G","C","145308","5.24","24308","6.97","124343","77.5%","55.6%","22539","59.1%","28959","54.4%","51498","56.5%","72621","55.0%","1.4pp"
"Rebellious Captives","G","C","167137","5.97","25330","8.19","120666","72.1%","55.5%","21817","54.6%","28161","54.9%","49978","54.8%","70229","56.0%","-1.2pp"
"Rockalanche","G","U","57840","5.76","8168","7.73","26619","49.1%","54.8%","4621","51.9%","6240","57.0%","10861","54.8%","15547","54.8%","0.0pp"
"Rocky Rebuke","G","C","139139","4.89","24824","6.44","131731","80.3%","55.4%","22078","54.2%","31958","57.4%","54036","56.1%","77630","55.0%","1.1pp"
"Saber-Tooth Moose-Lion","G","C","177762","6.57","21352","9.55","67781","48.7%","53.5%","12041","51.1%","16807","53.9%","28848","52.7%","38922","54.0%","-1.3pp"
"Seismic Sense","G","U","56754","5.29","9969","7.00","45835","69.5%","54.8%","8106","53.3%","11442","56.8%","19548","55.4%","25800","54.2%","1.2pp"
"Shared Roots","G","U","45370","4.30","8872","5.40","45420","78.5%","53.5%","8380","56.9%","11069","52.3%","19449","54.3%","25616","52.9%","1.4pp"
"Sparring Dummy","G","U","65205","6.29","10096","8.40","30537","46.5%","52.9%","5606","52.9%","7532","51.4%","13138","52.1%","17311","53.6%","-1.5pp"
"Toph, the Blind Bandit","G","U","34359","3.41","9589","4.02","58181","87.7%","56.1%","10227","58.2%","13924","57.7%","24151","58.0%","33631","54.6%","3.3pp"
"True Ancestry","G","U","49503","4.61","10305","5.78","52601","77.5%","54.4%","8871","51.7%","13466","56.9%","22337","54.9%","29758","53.9%","0.9pp"
"Turtle-Duck","G","C","190350","7.82","20545","11.40","27017","20.1%","53.5%","4805","53.2%","6350","53.7%","11155","53.5%","15814","53.5%","0.0pp"
"Unlucky Cabbage Merchant","G","U","45397","4.26","9371","5.39","49802","80.1%","54.2%","9076","53.7%","14741","53.6%","23817","53.7%","28188","54.4%","-0.7pp"
"Walltop Sentries","G","C","160809","5.67","22105","8.06","103050","71.1%","54.9%","18064","54.3%","25309","55.7%","43373","55.1%","59264","54.6%","0.5pp"
"Aang, at the Crossroads","WUG","R","8618","2.31","4052","2.37","30009","84.2%","56.7%","5153","61.0%","7952","62.9%","13105","62.1%","16679","52.3%","9.9pp"
"Aang, Swift Savior","WU","R","6632","1.87","4149","1.91","34727","87.9%","59.2%","6221","63.8%","9648","65.6%","15869","64.9%","18683","54.1%","10.9pp"
"Abandon Attachments","UR","C","153301","5.20","28127","7.11","138849","74.7%","54.9%","25117","53.6%","37328","56.2%","62445","55.1%","75266","54.5%","0.6pp"
"Air Nomad Legacy","WU","U","51591","5.35","9493","6.76","30660","47.9%","54.9%","5202","55.5%","8026","55.4%","13228","55.4%","17394","54.5%","0.9pp"
"Avatar Aang","WURG","M","7435","3.01","2051","3.39","9608","61.9%","51.0%","1588","50.2%","2680","55.6%","4268","53.6%","5265","48.9%","4.7pp"
"Azula, Cunning Usurper","UB","R","9630","2.56","4451","2.69","33273","84.1%","57.0%","5513","60.6%","9508","64.0%","15021","62.7%","17225","51.6%","11.1pp"
"Beifong's Bounty Hunters","BG","R","11639","2.98","4163","3.18","27502","78.7%","55.9%","4651","60.1%","7105","60.1%","11756","60.1%","15768","52.7%","7.4pp"
"Bitter Work","RG","U","54490","5.57","7759","7.50","24865","48.7%","52.8%","4316","50.2%","6066","53.7%","10382","52.2%","14489","53.2%","-1.0pp"
"Bumi, Unleashed","RG","M","4026","1.92","2047","1.98","17125","86.2%","56.9%","2881","61.8%","4486","63.7%","7367","63.0%","9575","52.0%","11.0pp"
"Cat-Owl","WU","C","176851","6.41","22312","9.50","53956","36.6%","53.8%","9185","51.5%","14212","54.2%","23397","53.1%","30606","54.2%","-1.1pp"
"Cruel Administrator","BR","U","54782","5.57","7484","7.61","22590","47.0%","51.5%","3765","50.6%","5599","52.9%","9364","52.0%","13314","51.1%","0.9pp"
"Dai Li Agents","BG","U","51103","5.27","9455","6.68","37529","59.4%","55.0%","6169","54.5%","9633","58.7%","15802","57.1%","21603","53.4%","3.7pp"
"Dragonfly Swarm","UR","U","46315","4.66","11921","5.49","60402","73.4%","56.7%","10289","54.6%","17932","60.3%","28221","58.2%","31963","55.3%","2.9pp"
"Earth Kingdom Soldier","WG","C","179114","6.49","24004","9.37","69293","43.3%","55.9%","11421","53.9%","16706","56.2%","28127","55.3%","41119","56.2%","-1.0pp"
"Earth King's Lieutenant","WG","R","10883","2.69","3520","2.98","24078","78.0%","57.2%","4126","62.1%","5612","59.1%","9738","60.4%","14109","54.8%","5.5pp"
"Earth Rumble Wrestlers","RG","C","190363","7.65","20872","11.17","23942","17.5%","53.8%","4103","52.3%","5781","53.8%","9884","53.2%","14029","54.2%","-0.9pp"
"Earth Village Ruffians","BG","C","176591","6.43","22820","9.23","72307","48.4%","53.8%","12803","53.0%","17838","53.5%","30641","53.3%","41565","54.1%","-0.8pp"
"Fire Lord Azula","UBR","R","15488","3.59","3440","4.26","12816","51.3%","49.9%","2010","50.1%","3726","51.3%","5736","50.9%","6909","48.7%","2.2pp"
"Fire Lord Zuko","WBR","R","23443","4.83","3140","6.93","3648","17.3%","46.6%","677","47.1%","882","46.4%","1559","46.7%","2058","46.2%","0.5pp"
"Foggy Swamp Spirit Keeper","UB","U","43174","4.48","12643","5.06","65536","73.1%","56.6%","11403","59.4%","20068","60.6%","31471","60.2%","34173","53.3%","6.8pp"
"Guru Pathik","UG","U","42871","4.09","11154","4.95","56250","74.7%","55.8%","9549","55.6%","16034","58.5%","25583","57.4%","30234","54.3%","3.1pp"
"Hama, the Bloodbender","UB","U","45189","4.36","10795","5.34","54505","76.4%","53.9%","9494","50.0%","15633","57.0%","25127","54.4%","29342","53.5%","0.9pp"
"Hei Bai, Spirit of Balance","WB","U","42974","4.09","8377","5.20","41283","75.6%","53.5%","6921","52.7%","10603","54.2%","17524","53.6%","23862","53.3%","0.3pp"
"Hermitic Herbalist","UG","U","46696","4.70","10234","5.65","46657","67.6%","54.6%","8241","60.1%","12387","55.0%","20628","57.0%","25785","52.6%","4.4pp"
"Iroh, Grand Lotus","URG","R","11624","2.97","4340","3.15","27671","77.2%","54.8%","4601","54.1%","8149","61.3%","12750","58.7%","14603","51.1%","7.6pp"
"Iroh, Tea Master","WR","R","18573","3.97","4576","4.75","20273","60.2%","56.0%","3552","57.8%","4814","57.0%","8366","57.3%","11858","55.0%","2.3pp"
"Jet, Freedom Fighter","WR","U","34785","3.41","10242","4.01","60916","85.2%","56.9%","10087","55.1%","14413","58.5%","24500","57.1%","36033","56.6%","0.5pp"
"Katara, the Fearless","WUG","R","14956","3.47","3232","4.17","13532","60.1%","50.9%","2265","50.9%","3398","51.3%","5663","51.2%","7782","50.4%","0.8pp"
"Katara, Water Tribe's Hope","WU","R","7986","2.17","4381","2.21","34421","86.3%","57.7%","5838","59.7%","9575","63.4%","15413","62.0%","18892","54.1%","7.9pp"
"The Lion-Turtle","UG","R","17287","3.82","4031","4.60","17792","60.6%","54.0%","3102","55.4%","5034","58.5%","8136","57.3%","9509","51.1%","6.2pp"
"Long Feng, Grand Secretariat","BG","U","47187","4.45","7291","5.88","33075","70.9%","52.1%","5669","50.5%","8115","52.2%","13784","51.5%","19290","52.5%","-1.0pp"
"Messenger Hawk","UB","C","133636","4.57","34741","5.78","206433","88.8%","56.3%","36586","55.5%","57649","58.7%","94235","57.5%","111847","55.3%","2.1pp"
"Ozai, the Phoenix King","BR","M","5625","2.60","1817","2.73","11696","70.9%","54.2%","1975","55.9%","2924","60.3%","4899","58.5%","6346","49.8%","8.7pp"
"Platypus-Bear","UG","C","190549","7.38","29637","10.16","62459","32.0%","53.6%","11307","52.4%","16691","53.2%","27998","52.9%","34293","54.3%","-1.4pp"
"Pretending Poxbearers","WB","C","144935","4.78","27777","6.52","155827","84.3%","55.9%","28397","56.0%","36729","54.9%","65126","55.4%","90363","56.2%","-0.8pp"
"Professor Zei, Anthropologist","UR","U","52640","4.79","10696","6.17","51380","71.6%","54.9%","9102","55.0%","14570","56.8%","23672","56.1%","27644","53.8%","2.3pp"
"Sandbender Scavengers","WB","R","21658","4.60","3848","6.10","12137","46.0%","52.1%","2060","50.8%","3145","51.1%","5205","51.0%","6943","52.8%","-1.8pp"
"Sokka, Bold Boomeranger","UR","R","18293","4.02","3917","4.99","16458","59.3%","53.1%","2877","53.4%","4668","54.6%","7545","54.2%","8883","52.0%","2.1pp"
"Sokka, Lateral Strategist","WU","U","26604","2.74","11709","3.05","79714","94.8%","57.2%","14168","60.1%","21023","58.2%","35191","59.0%","44526","55.7%","3.2pp"
"Sokka, Tenacious Tactician","WUR","R","12068","2.99","3371","3.34","17703","66.8%","52.9%","2983","53.6%","4919","55.0%","7902","54.5%","9745","51.4%","3.1pp"
"Suki, Kyoshi Warrior","WG","U","30597","3.06","8065","3.64","48824","88.5%","55.5%","8256","55.5%","11808","55.3%","20064","55.4%","28688","55.5%","-0.1pp"
"Sun Warriors","WR","U","46538","4.65","8771","5.82","38634","65.7%","54.3%","6408","53.1%","9131","53.9%","15539","53.6%","23103","54.5%","-1.0pp"
"Tolls of War","WB","U","51730","5.35","10425","6.47","39921","56.6%","55.6%","6913","57.6%","10520","58.7%","17433","58.3%","22486","53.6%","4.7pp"
"Toph, Hardheaded Teacher","RG","R","10173","2.64","3971","2.80","27448","82.3%","55.4%","4687","57.2%","7255","59.2%","11942","58.4%","15321","52.8%","5.6pp"
"Toph, the First Metalbender","WRG","R","13392","3.14","3569","3.55","18396","68.1%","53.3%","3101","54.9%","4689","55.8%","7790","55.4%","10497","51.5%","3.9pp"
"Uncle Iroh","RG","U","50974","4.79","7854","6.48","32009","63.0%","52.6%","5692","52.3%","7908","52.5%","13600","52.4%","18325","52.6%","-0.2pp"
"Vindictive Warden","BR","C","177060","6.68","21660","9.62","58703","41.3%","54.2%","10337","53.2%","14160","54.3%","24497","53.8%","34234","54.5%","-0.6pp"
"Wandering Musicians","WR","C","175629","6.22","25409","8.77","94820","55.7%","56.6%","16182","55.6%","22282","54.9%","38464","55.2%","56210","57.5%","-2.3pp"
"White Lotus Reinforcements","WG","U","36929","3.82","9243","4.45","50614","77.5%","56.8%","8807","58.1%","11787","58.0%","20594","58.1%","29715","55.8%","2.3pp"
"Zhao, Ruthless Admiral","BR","U","59285","5.82","7622","8.27","19397","40.1%","51.1%","3273","50.1%","4854","50.4%","8127","50.3%","11325","51.6%","-1.3pp"
"Zuko, Conflicted","BR","R","24414","4.93","3468","6.99","7889","34.5%","50.5%","1372","50.3%","1828","51.0%","3200","50.7%","4692","50.4%","0.3pp"
"Barrels of Blasting Jelly","","C","185827","6.83","28906","9.48","91568","48.0%","54.4%","16735","53.0%","23607","55.3%","40342","54.3%","51165","54.4%","-0.1pp"
"Bender's Waterskin","","C","189794","7.41","21861","10.79","35004","24.4%","53.1%","6406","53.7%","9341","53.9%","15747","53.9%","19242","52.5%","1.3pp"
"Fire Nation Warship","","U","65242","5.84","12145","7.87","43880","54.5%","56.4%","7672","56.8%","11266","57.3%","18938","57.1%","25028","55.9%","1.2pp"
"Kyoshi Battle Fan","","C","181854","6.51","33076","8.89","133980","60.6%","56.7%","24486","55.6%","32414","55.8%","56900","55.7%","76874","57.4%","-1.6pp"
